Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Floor,Status,Additional Rooms,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Age of Construction,link,Bed,Bath,Facing,Super Built-up Area,Balconies,Flooring,Overlooking,Amenities,Price,Tower & Unit,Developer,Project,Configuration,Water Availability,Status of Electricity,Lift,Car parking,Floors allowed for construction,Type of Ownership,Price per sqft,Unit,Covered Parking,Lifts,Authority Approval,Tower,RERA ID,Plot Area
"4 BHK 2500 Sq-ft Flat/Apartment  For Rent in DDA Flats Vasant Kunj,",₹1.3 Lac,"Vasant Kunj, New Delhi",4.0,4.0,,2400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹52/sqft,1(Out of 4 Floors),Immediately,"Store, Study",Semi-Furnished,,₹1.3 Lac|₹800Monthly Maintenance,₹2.5 Lac,"C-5, Grand Vasant, Vasant Kunj, New Delhi - South, Delhi NCR",near DPS Vasant kunj,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/4-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Rent-Vasant-Kunj-in-New-Delhi&id=4d423833353131383733,,,West,,3.0,,Garden/Park,"Fire Fighting Equipment,Kids Play Area,Visitor Parking,Security,Reserved Parking,Park,Lift",₹ 3.20 Cr - ₹ 4.0 Cr,,Delhi Development Authority DDA,DDA Flats Vasant Kunj,"3, 4 BHK Flats",,,,,,Freehold,"₹ 15,600 - ₹ 18,378",", 1000 Units",,,,,,
"3 BHK 2200 Sq-ft Flat/Apartment  For Rent in Udyog Vihar Apartment,","₹65,000","Sector 22 Dwarka, New Delhi",3.0,3.0,,1850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,3(Out of 10 Floors),Immediately,None of these,Furnished,,"₹65,000|₹3,000Monthly Maintenance",₹1.3 Lac,"Plot no 12, Ranjit Vihar-I, Sector 22, Dwarka, New Delhi, Sector 22 Dwarka, New Delhi - South, Delhi NCR",near by sector 21 metro station and sector 23 market.,Furnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Multistorey-Apartment-FOR-Rent-Dwarka-Sector-22-in-New-Delhi&id=4d423833353131393135,,,North - East,,3.0,Marble,"Garden/Park, Main Road","Fire Fighting Equipment,Retail Boulevard (Retail Shops),Kids Play Area,Flower Gardens,Jogging and Strolling Track,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Rain Water Harvesting,Lift,Power Back Up",₹ 2.60 Cr Onwards,"8 Towers , 150 Units",Cooperative Group Housing Society,Udyog Vihar Apartment,4 BHK Flats,24 Hours Available,No/Rare Powercut,2.0,"1 Covered, 1 Open",1.0,,,,1.0,2.0,,,,
3 BHK Builder Floor 1800 Sq-ft For Rent in,₹1.8 Lac,"Green Park Extension, New Delhi",3.0,3.0,,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹140/sqft,1(Out of 4 Floors),Immediately,Servant Room,Unfurnished,,"₹1.8 Lac|₹5,000Monthly Maintenance",₹1.5 Lac,"New Delhi, Green Park Extension, New Delhi - South, Delhi NCR",green park extension,Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Green-Park-Extension-in-New-Delhi&id=4d423535333439363633,,,North,,3.0,"Marble, Granite",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,"1 Covered, 1 Open",,Freehold,,,1.0,,,,,
3 BHK Builder Floor 1150 Sq-ft For Rent in,"₹75,000","Vikram Vihar, New Delhi",3.0,2.0,,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹68/sqft,1(Out of 4 Floors),Immediately,Servant Room,Semi-Furnished,New Construction,"₹75,000",₹1.5 Lac,"Vikram Vihar, New Delhi - South, Delhi NCR",Nearby vikram vihar market and moolchand metro station.,Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-1150-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Vikram-Vihar-in-New-Delhi&id=4d423833303432333831,,,North - East,,2.0,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden","Garden/Park, Main Road",,,,,,,24 Hours Available,No/Rare Powercut,1.0,"1 Covered, 1 Open",1.0,,,,1.0,,,,,
3 BHK Builder Floor 1350 Sq-ft For Rent in,"₹75,000","J Block Saket, New Delhi",3.0,3.0,,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹60/sqft,2(Out of 4 Floors),Immediately,Store,Semi-Furnished,New Construction,"₹75,000|₹2,000Monthly Maintenance",₹1.5 Lac,"J blk., J Block Saket, New Delhi - South, Delhi NCR",Park.,Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Builder-Floor-Apartment-FOR-Rent-J-Block-Saket-in-New-Delhi&id=4d423833363033373439,,,East,,3.0,"Granite, Marble",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,1 Covered,1.0,,,,1.0,,,,,
1 BHK Builder Floor 500 Sq-ft For Rent in,"₹15,000","Paryavaran Complex, New Delhi",,,,,1(Out of 4 Floors),Immediately,,Furnished,,"₹15,000",,"Paryavaran Complex, New Delhi - South, Delhi NCR",,Furnished,,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Paryavaran-Complex-in-New-Delhi&id=4d423633363233383231,1.0,1.0,East,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,,,,,,,,,,,,,1 Open,,,,,,,,,,
3 BHK Builder Floor 1000 Sq-ft For Rent in,"₹32,000","Hari Nagar, New Delhi",3.0,3.0,1.0,950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,1(Out of 4 Floors),,,Semi-Furnished,,"₹32,000","₹60, 000","Hari Nagar, New Delhi - West, Delhi NCR",Gandhi Park,Semi-Furnished,,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Hari-Nagar-in-New-Delhi&id=4d423833303432333737,,,North,,,,Main Road,,,,,,,,,,,,,,,,,,,,
4 BHK Builder Floor 4500 Sq-ft For Rent in,₹3.0 Lac,"Panchsheel Park, New Delhi",4.0,4.0,,3500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹86/sqft,1(Out of 4 Floors),Immediately,Servant Room,Furnished,Less than 5 years,"₹3 Lac|₹15,000Monthly Maintenance",₹5.5 Lac,"Panchsheel Park, New Delhi - South, Delhi NCR",park facing,Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/4-BHK-4500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Panchsheel-Park-in-New-Delhi&id=4d423739303033333437,,,North - East,,3.0,"Wooden, Normal Tiles/Kotah Stone",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,4.0,"1 Covered, 1 Open",,,,,1.0,4.0,,,,
4 BHK Builder Floor 3150 Sq-ft For Rent in,₹2.0 Lac,"Safdarjung Development Area, New Delhi",4.0,4.0,,,2(Out of 4 Floors),Immediately,Servant Room,Semi-Furnished,,"₹2 Lac|₹4,000Monthly Maintenance",₹4.0 Lac,"SDA New Delhi, Safdarjung Development Area, New Delhi - South, Delhi NCR",Market,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/4-BHK-3150-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Safdarjung-Development-Area-in-New-Delhi&id=4d423833353133353637,,,North - East,3150sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹63/sqft,3.0,Marble,Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,2 Covered,4.0,,,,2.0,,,,,
2 BHK Flat 720 Sq-ft For Rent in,"₹26,000","Janakpuri, New Delhi",2.0,2.0,,720sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,1(Out of 2 Floors),Immediately,None of these,Unfurnished,5 to 10 years,"₹26,000","₹52, 000","C1A Janakpuri, Janakpuri, New Delhi - West, Delhi NCR",near dabri metro,Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-720-Sq-ft-Multistorey-Apartment-FOR-Rent-Janakpuri-in-New-Delhi&id=4d423830313035353939,,,East,,2.0,"Ceramic Tiles, Marble",Main Road,,,,,,,24 Hours Available,No/Rare Powercut,,1 Open,,,,,,,,,,
"3 BHK 1350 Sq-ft Flat/Apartment  For Rent in Pharma Apartment,","₹36,000","Indraprastha, New Delhi",3.0,2.0,,,1(Out of 4 Floors),Immediately,Store,Semi-Furnished,,"₹36,000|₹2,400Monthly Maintenance","₹72, 000","Indraprastha, New Delhi - Central, Delhi NCR",Madhu vihar road and market,Semi-Furnished,Above 20 years,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Indraprastha-in-New-Delhi&id=4d423833363033383433,,,North - East,1350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,2.0,,"Garden/Park, Main Road","Library And Business Centre,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Event Space & Amphitheatre,Early Learning Centre,Concierge Services,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Service/Goods Lift",₹ 1.70 Cr - ₹ 1.79 Cr,"12 Towers , 180 Units",Cooperative Group Housing Society,Pharma Apartment,3 BHK Flat,,,,,,Freehold,,,,,,,,
4 BHK Builder Floor 2000 Sq-ft For Rent in,₹1.8 Lac,"Hauz Khas Enclave, New Delhi",4.0,4.0,,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹97/sqft,1(Out of 4 Floors),Immediately,"Store, Servant Room",Semi-Furnished,New Construction,"₹1.8 Lac|₹20,000Monthly Maintenance",₹3.5 Lac,"Hauz Khas New Delhi, Hauz Khas Enclave, New Delhi - South, Delhi NCR",hauz khas metro,Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/4-BHK-2000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Hauz-Khas-Enclave-in-New-Delhi&id=4d423734353034323837,,,North - East,,2.0,Marble,"Garden/Park, Main Road",,,,,,,24 Hours Available,No/Rare Powercut,1.0,"2 Covered, 1 Open",,,,,2.0,,Developer,,,
2 BHK Residential House  For Rent,"₹8,000","Najafgarh, New Delhi",2.0,,,,,Immediately,,Unfurnished,,"₹8,000",,"Najafgarh, New Delhi - West, Delhi NCR",,Unfurnished,,https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Residential-House-FOR-Rent-Najafgarh-in-New-Delhi&id=4d423833303430323837,,1.0,,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 235 Sq-ft For Rent in,Call for Rent,"Surajmal Vihar, New Delhi",3.0,3.0,,225sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,4(Out of 4 Floors),Immediately,Store,Unfurnished,New Construction,,,"Surajmal Vihar, New Delhi - East, Delhi NCR",,Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-235-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Surajmal-Vihar-in-New-Delhi&id=4d423535333731383733,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 200 Sq-yrd For Rent in,₹1.5 Lac,"Safdarjung Development Area, New Delhi",3.0,3.0,,200sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹750/sqyrd,3(Out of 4 Floors),Immediately,"Puja Room, Servant Room",Semi-Furnished,5 to 10 years,"₹1.5 Lac|₹5,000Monthly Maintenance",₹3.0 Lac,"Safdarjung Development Area, New Delhi - South, Delhi NCR",,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-200-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Safdarjung-Development-Area-in-New-Delhi&id=4d423833363033383339,,,South - East,,2.0,"Ceramic Tiles, Marble","Garden/Park, Main Road",,,,,,,24 Hours Available,No/Rare Powercut,1.0,2 Covered,1.0,,,,2.0,,,,,
"4 BHK Builder Floor 3600 Sq-ft For Rent in Find Homes,",₹1.6 Lac,"Geetanjali Park, New Delhi",4.0,3.0,,3000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹53/sqft,2(Out of 4 Floors),Immediately,Store,Semi-Furnished,,"₹1.6 Lac|₹10,000Monthly Maintenance",₹5.0 Lac,"Geetanjali, Geetanjali Park, New Delhi - West, Delhi NCR",Nearby Metro Station.,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/4-BHK-3600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-in-New-Delhi&id=4d423832333031343437,,,North - East,,3.0,"Ceramic Tiles, Marble, Wooden",,"Kids Play Area,Flower Gardens,AEROBICS ROOM,CCTV Camera,Earth quake resistant,High Ceiling,Jogging and Strolling Track,Laundry Service,Waste Disposal,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.25 Cr - ₹ 20.0 Cr,"1 Tower , 4 Units",Findahouse Real estate Consultants LLP,Find Homes,"3, 4 BHK Builder Floors",24 Hours Available,No/Rare Powercut,1.0,,4.0,,"₹ 24,074 - ₹ 50,000",,2.0,,,,,
4 BHK  2900 Sq-ft For Rent in,"₹55,000","Janakpuri, New Delhi",4.0,4.0,,2900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,,Immediately,"Puja Room, Store",Unfurnished,10 to 15 years,"₹55,000",₹1.1 Lac,"Janakpuri, Janakpuri, New Delhi - West, Delhi NCR","Janakpuri South Dabri Mod metro Station, C1A Market",Unfurnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/4-BHK-2900-Sq-ft-Villa-FOR-Rent-Janakpuri-in-New-Delhi&id=4d423830313037323333,,,East,,2.0,"Ceramic Tiles, Marble",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,,1 Open,,,,,,,,,,
"2 BHK Builder Floor 800 Sq-ft For Rent in NEB Valley Society,","₹28,000","Saket, New Delhi",2.0,2.0,1.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,2(Out of 4 Floors),Immediately,None of these,Furnished,,"₹28,000|₹600Monthly Maintenance","₹28, 000","Saket New Delhi -110068, Saket, New Delhi - South, Delhi NCR",near saket metro,Furnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Saket-in-New-Delhi&id=4d423833313734323333,,,North - East,,,"Vitrified, Marble",Main Road,"Fire Fighting Equipment,Piped Gas,Internet/Wi-Fi Connectivity,Maintenance Staff,Visitor Parking,Vaastu Compliant,Security,Park,Gymnasium,Lift",₹ 3.20 Cr - ₹ 3.50 Cr,,Cooperative Group Housing Society,NEB Valley Society,"3 BHK Flat | 1, 2 BHK Builder Floor Apartment",24 Hours Available,No/Rare Powercut,1.0,1 Covered,,,,", 300 Units",1.0,,,,,
"4 BHK Builder Floor 2925 Sq-ft For Rent in RWA Block C2 Janakpuri,","₹70,000","Janakpuri, New Delhi",4.0,4.0,,2925sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,2(Out of 3 Floors),Immediately,Store,Unfurnished,,"₹70,000",₹1.4 Lac,"C2A21, Block C2A, Janakpuri, New Delhi, Delhi, Janakpuri, New Delhi - West, Delhi NCR",B1 Petrol Pump,Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/4-BHK-2925-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Janakpuri-in-New-Delhi&id=4d423830313037313733,,,East,,2.0,"Wooden, Marble",Garden/Park,,₹ 1.21 Cr - ₹ 1.62 Cr,,,RWA Block C2 Janakpuri,,24 Hours Available,No/Rare Powercut,1.0,"1 Covered, 1 Open",,,,,1.0,,,,,
"3 BHK 1300 Sq-ft Flat/Apartment  For Rent in DDA Flats Vasant Kunj,","₹65,000","Vasant Kunj, New Delhi",3.0,2.0,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹54/sqft,2(Out of 4 Floors),Immediately,Store,Semi-Furnished,,"₹65,000|₹700Monthly Maintenance",₹1.3 Lac,"B-9, vasant kunj, Vasant Kunj, New Delhi - South, Delhi NCR",near g d goyanka school,Semi-Furnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-Vasant-Kunj-in-New-Delhi&id=4d423833353131393231,,,North - East,,2.0,,Garden/Park,"Fire Fighting Equipment,Kids Play Area,Visitor Parking,Security,Reserved Parking,Park,Lift",₹ 3.20 Cr - ₹ 4.0 Cr,,Delhi Development Authority DDA,DDA Flats Vasant Kunj,"3, 4 BHK Flats",,,,,,Freehold,"₹ 15,600 - ₹ 18,378",", 1000 Units",,,,,,
"1 BHK Flat 600 Sq-ft For Rent in DDA E2 Vasant Kunj,","₹23,000","Vasant Kunj, New Delhi",,,1.0,550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,4(Out of 4 Floors),Immediately,,Semi-Furnished,10 to 15 years,"₹23,000",,"Vasant Kunj, New Delhi - South, Delhi NCR",ryan int achool,Semi-Furnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Vasant-Kunj-in-New-Delhi&id=4d423833303432353637,1.0,1.0,,,,,,"Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Laundry Service,Waste Disposal,Visitor Parking,Air Conditioned,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Power Back Up",₹ 1.50 Cr - ₹ 2.50 Cr,,Delhi Development Authority DDA,DDA E2 Vasant Kunj,,,,,,,,,", 400 Units",,,,,,
"2 BHK Flat 1600 Sq-ft For Rent in Lakshman Dwar Gujranwala Town Part II,","₹21,200","Gujranwala Town, New Delhi",2.0,2.0,1.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,3(Out of 3 Floors),Immediately,Store,Unfurnished,10 to 15 years,"₹21,200|₹600Monthly Maintenance","₹50, 000","192, 3rd floor, Gujranwala Town part 2, Laxman Dwaar, Delhi 110009, Gujranwala Town, New Delhi - North, Delhi NCR",,Unfurnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/2-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-Gujranwala-Town-in-New-Delhi&id=4d423535313835363233,,,East,,,,,,Call For Price,,,Lakshman Dwar Gujranwala Town Part II,,,,,,,,,", 215 Units",,,,,,
3 BHK Builder Floor 2025 Sq-ft For Rent in,"₹52,000","Janakpuri, New Delhi",3.0,2.0,,2025sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,3(Out of 3 Floors),Immediately,Store,Semi-Furnished,5 to 10 years,"₹52,000",₹1.0 Lac,"Janakpuri, Janakpuri, New Delhi - West, Delhi NCR",chandan devi hospital,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-2025-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Janakpuri-in-New-Delhi&id=4d423830313035353133,,,East,,2.0,"Marble, Granite",Main Road,,,,,,,24 Hours Available,No/Rare Powercut,1.0,1 Open,,,,,,,,,,
2 BHK Flat 820 Sq-ft For Rent in,"₹33,000","Janakpuri, New Delhi",2.0,2.0,,820sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹40/sqft,1(Out of 3 Floors),Immediately,None of these,Furnished,New Construction,"₹33,000","₹66, 000","C2A Janakpuri, Janakpuri, New Delhi - West, Delhi NCR",kv school,Furnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-820-Sq-ft-Multistorey-Apartment-FOR-Rent-Janakpuri-in-New-Delhi&id=4d423830313036333337,,,East,,2.0,"Ceramic Tiles, Marble",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,,1 Open,,,,,,,,,,
2 BHK Builder Floor 900 Sq-ft For Rent in,"₹42,500","South Extension 2, New Delhi",2.0,2.0,,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,1(Out of 1 Floors),Immediately,"Puja Room, Store, Servant Room",Furnished,5 to 10 years,"₹42,500|₹1,500Monthly Maintenance","₹42, 500","South Extension 2, New Delhi - South, Delhi NCR",metro station market,Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-South-Extension-2-in-New-Delhi&id=4d423833373732373833,,,North,,2.0,,"Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
"1 BHK 560 Sq-ft Flat/Apartment  For Rent in DDA Project Paryavaran Complex,","₹18,000","Saket, New Delhi",,,1.0,540sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,4(Out of 5 Floors),Immediately,"Puja Room, Study",Unfurnished,,"₹18,000","₹18, 000","saket, Saket, New Delhi - South, Delhi NCR",near metro station,Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/1-BHK-560-Sq-ft-Multistorey-Apartment-FOR-Rent-Saket-in-New-Delhi&id=4d423833313733393039,1.0,1.0,East,,,"Marble, Granite","Garden/Park, Main Road","Fire Fighting Equipment,Retail Boulevard (Retail Shops),Kids Play Area,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Rain Water Harvesting,Power Back Up",₹ 22.0 Lac - ₹ 40.0 Lac,,Delhi Development Authority DDA,DDA Project Paryavaran Complex,2 BHK Flats,24 Hours Available,No/Rare Powercut,1.0,,,,,", 2300 Units",,,,,,
2 BHK Residential House  For Rent,"₹5,000","Jharoda Kalan, New Delhi",2.0,2.0,,630sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹8/sqft,Ground(Out of 2 Floors),Immediately,Store,Unfurnished,5 to 10 years,"₹5,000",,"c39/40, Sainik enclave part 3, near CRPF camp, Jharoda Kalan, New Delhi - West, Delhi NCR",,Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Residential-House-FOR-Rent-Jharoda-Kalan-in-New-Delhi&id=4d423338323937303837,,,North - East,,2.0,,Main Road,,,,,,,,,,,,,,,,,,,,
4 BHK Builder Floor 5000 Sq-ft For Rent in,₹3.5 Lac,"Anand Lok, New Delhi",4.0,5.0,,4500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹78/sqft,1(Out of 4 Floors),Immediately,"Puja Room, Study, Servant Room",Semi-Furnished,,"₹3.5 Lac|₹15,000Monthly Maintenance",₹7.0 Lac,"Anand Lok, New Delhi - South, Delhi NCR",N block market GK 1,Semi-Furnished,,https://www.magicbricks.com/propertyDetails/4-BHK-5000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Anand-Lok-in-New-Delhi&id=4d423833373732373239,,,North - East,,3.0,,"Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 900 Sq-ft For Rent in,"₹44,000","Lajpat Nagar 2, New Delhi",2.0,2.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹49/sqft,1(Out of 4 Floors),Immediately,Store,Unfurnished,5 to 10 years,"₹44,000","₹70, 000","Lajpat nagar-2, Lajpat Nagar 2, New Delhi - South, Delhi NCR","sunny mandir, Lajpat nagar1",Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Lajpat-Nagar-2-in-New-Delhi&id=4d423633363231313433,,,North,,2.0,,Garden/Park,,,,,,,,,,,,,,,,,,,,
