Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Floor,Status,Additional Rooms,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Age of Construction,link,Bed,Bath,Facing,Super Built-up Area,Balconies,Flooring,Overlooking,Amenities,Price,Tower & Unit,Developer,Project,Configuration,Water Availability,Status of Electricity,Lift,Car parking,Floors allowed for construction,Type of Ownership,Price per sqft,Unit,Covered Parking,Lifts,Authority Approval,Tower,RERA ID,Plot Area
2 BHK Flat 950 Sq-ft For Rent in,"₹35,000","him Varsha apartment, New Delhi",2.0,2.0,1.0,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,Ground(Out of 4 Floors),Immediately,,Semi-Furnished,Above 20 years,"₹35,000|₹1,800Monthly Maintenance","₹70, 000","New Delhi, Delhi NCR",near by IP extension metro station Delhi 92,Semi-Furnished,Above 20 years,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Rent-in-New-Delhi&id=4d423833343138313631,,,North - East,,,,"Garden/Park, Main Road",,,,,,,,,,,,Freehold,,,,,,,,
"3 BHK 1350 Sq-ft Flat/Apartment  For Rent in Arya Nagar Apartment,","₹45,000","IP Extension, New Delhi",3.0,2.0,1.0,,3(Out of 4 Floors),Immediately,"Puja Room, Store, Study, Servant Room",Semi-Furnished,Above 20 years,"₹45,000|₹2,500Monthly Maintenance","₹90, 000","AryaNagar Apt Patparganj IP Extension, IP Extension, New Delhi - East, Delhi NCR",madhu vihar Market,Semi-Furnished,Above 20 years,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-IP-Extension-in-New-Delhi&id=4d423833343138323739,,,East,1350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,,,"Pool, Garden/Park, Main Road","Smart Home,Hilltop,Water Front,Wine Cellar,Private Garage,Fingerprint Access,Health club with Steam / Jaccuzi,Theme based Architectures,Skydeck,Sea facing,Golf Course,Private jaccuzi,Private pool,Helipad,Concierge Services,House help accommodation,Full Glass Wall,Island Kitchen Layout,Wrap Around Balcony,Downtown,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.56 Cr - ₹ 2.15 Cr,,,Arya Nagar Apartment,3 BHK Flat,,,,,,Freehold,,", 350 Units",,,,,,
3 BHK Builder Floor 2200 Sq-ft For Rent in,"₹55,000","Pitampura, New Delhi",3.0,3.0,1.0,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,Ground(Out of 3 Floors),Immediately,"Puja Room, Store, Study",Furnished,5 to 10 years,"₹55,000|₹1,000Monthly Maintenance",₹1.0 Lac,"Suvidha kunj Pitam Pura, Pitampura, New Delhi - North, Delhi NCR",Pitam pura club.,Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Pitampura-in-New-Delhi&id=4d423833363839353739,,,North,,,,"Garden/Park, Main Road",,,,,,,,,,,,Freehold,,,,,,,,
"3 BHK Builder Floor 2700 Sq-ft For Rent in East of Kailash ,",₹1.1 Lac,"East Of Kailash, New Delhi",3.0,3.0,,2500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹44/sqft,1(Out of 4 Floors),Immediately,"Puja Room, Study, Store, Servant Room",Semi-Furnished,,"₹1.1 Lac|₹5,000Monthly Maintenance",₹2.3 Lac,"New Delhi, East Of Kailash, New Delhi - South, Delhi NCR","near by park,",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-2700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-East-Of-Kailash-in-New-Delhi&id=4d423633363139323737,,,East,,4.0,"Wooden, Marble",Garden/Park,,₹ 3.10 Cr - ₹ 7.0 Cr,,,East of Kailash,"3, 4 BHK Builder Floors",24 Hours Available,No/Rare Powercut,1.0,"1 Covered, 1 Open",,,"₹ 23,485 - ₹ 38,889",,1.0,,,,,
1 BHK Residential House  For Rent,"₹7,000","Badarpur, New Delhi",,,,,1(Out of 3 Floors),Immediately,,Unfurnished,,"₹7,000",,"Badarpur, New Delhi - South, Delhi NCR",,Unfurnished,,https://www.magicbricks.com/propertyDetails/1-BHK-250-Sq-ft-Residential-House-FOR-Rent-Badarpur-in-New-Delhi&id=4d423734343937323037,1.0,1.0,,250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 1800 Sq-ft For Rent in,₹1.3 Lac,"Block I Chittaranjan Park, New Delhi",3.0,4.0,1.0,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹78/sqft,Ground(Out of 4 Floors),Immediately,,Semi-Furnished,New Construction,"₹1.3 Lac|₹15,000Monthly Maintenance",₹2.5 Lac,"Cr park., Block I Chittaranjan Park, New Delhi - West, Delhi NCR",CR park main market.,Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-in-New-Delhi&id=4d423734343938393037,,,North,,,"Marble, Normal Tiles/Kotah Stone","Garden/Park, Main Road",,,,,,,24 Hours Available,No/Rare Powercut,1.0,"2 Covered, 1 Open",,,,,2.0,,Development Authority,,,
1 BHK Builder Floor 42 Sq-yrd For Rent in,"₹9,000","Laxmi Nagar, New Delhi",,,1.0,,2(Out of 4 Floors),Immediately,,Semi-Furnished,10 to 15 years,"₹9,000",,"Laxmi Nagar, New Delhi - East, Delhi NCR",,Semi-Furnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/1-BHK-42-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Laxmi-Nagar-in-New-Delhi&id=4d423338323938313733,1.0,1.0,,42sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,,,,,,,,,,,,1 Open,,,,,,,,,,
2 BHK Flat 900 Sq-ft For Rent in,"₹20,000","Mahabubabad, New Delhi",2.0,2.0,1.0,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,3(Out of 4 Floors),Immediately,,Unfurnished,,"₹20,000","₹20, 000","New Delhi, Delhi NCR",,Unfurnished,,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-in-New-Delhi&id=4d423737383436323339,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 1900 Sq-ft For Rent in,"₹90,000","Uday Park, New Delhi",3.0,3.0,,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,2(Out of 3 Floors),Immediately,"Puja Room, Store, Servant Room",Unfurnished,10 to 15 years,"₹90,000|₹2,500Monthly Maintenance",₹1.8 Lac,"uday park, Uday Park, New Delhi - South, Delhi NCR",uday park,Unfurnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Uday-Park-in-New-Delhi&id=4d423833363032333031,,,North,,3.0,,"Pool, Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 2500 Sq-ft For Rent in,₹1.7 Lac,"Uday Park, New Delhi",3.0,4.0,,2200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹77/sqft,Ground(Out of 3 Floors),Immediately,"Puja Room, Study, Servant Room",Semi-Furnished,Less than 5 years,"₹1.7 Lac|₹5,000Monthly Maintenance",₹3.4 Lac,"Uday Park, New Delhi - South, Delhi NCR",N block market GK 1,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Uday-Park-in-New-Delhi&id=4d423833373732373035,,,East,,2.0,,"Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
2 BHK Flat 750 Sq-ft For Rent in,"₹12,000","Balaji Niwas Apartment, New Delhi",2.0,2.0,1.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,1(Out of 5 Floors),Immediately,,Semi-Furnished,Less than 5 years,"₹12,000|₹1,000Monthly Maintenance","₹12, 000","New Delhi, Delhi NCR",Near Metro Pillar No. 514,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-in-New-Delhi&id=4d423833313733393731,,,East,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK Builder Floor 2700 Sq-ft For Rent in Find Homes,",₹2.8 Lac,"GK II, New Delhi",4.0,3.0,,2500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹112/sqft,1(Out of 4 Floors),Immediately,Store,Semi-Furnished,,"₹2.8 Lac|₹15,000Monthly Maintenance",₹4.0 Lac,"Greater Kailash 2, New Delhi, GK II, New Delhi - South, Delhi NCR",Nearby Metro Station.,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/4-BHK-2700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Greater-Kailash-2-in-New-Delhi&id=4d423832333030373839,,,North - East,,3.0,"Ceramic Tiles, Marble, Wooden",,"Kids Play Area,Flower Gardens,AEROBICS ROOM,CCTV Camera,Earth quake resistant,High Ceiling,Jogging and Strolling Track,Laundry Service,Waste Disposal,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.25 Cr - ₹ 20.0 Cr,"1 Tower , 4 Units",Findahouse Real estate Consultants LLP,Find Homes,"3, 4 BHK Builder Floors",24 Hours Available,No/Rare Powercut,1.0,,4.0,,"₹ 24,074 - ₹ 50,000",,2.0,,,,,
"4 BHK Builder Floor 2700 Sq-ft For Rent in Find Homes,",₹2.5 Lac,"GK II, New Delhi",4.0,3.0,,2500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹100/sqft,2(Out of 4 Floors),Immediately,Store,Semi-Furnished,,"₹2.5 Lac|₹10,000Monthly Maintenance",₹4.0 Lac,"Greater Kailash 2, New Delhi, GK II, New Delhi - South, Delhi NCR",Nearby Metro Station.,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/4-BHK-2700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Greater-Kailash-2-in-New-Delhi&id=4d423832333031313237,,,North - East,,3.0,"Ceramic Tiles, Marble, Wooden",,"Kids Play Area,Flower Gardens,AEROBICS ROOM,CCTV Camera,Earth quake resistant,High Ceiling,Jogging and Strolling Track,Laundry Service,Waste Disposal,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.25 Cr - ₹ 20.0 Cr,"1 Tower , 4 Units",Findahouse Real estate Consultants LLP,Find Homes,"3, 4 BHK Builder Floors",24 Hours Available,No/Rare Powercut,1.0,,4.0,,"₹ 24,074 - ₹ 50,000",,2.0,,,,,
1 BHK Builder Floor 350 Sq-ft For Rent in,"₹8,000","Laxmi Nagar, New Delhi",,,1.0,300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,1(Out of 3 Floors),Immediately,,Semi-Furnished,Less than 5 years,"₹8,000","₹8, 000","Laxmi Nagar, New Delhi - East, Delhi NCR",,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/1-BHK-350-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Laxmi-Nagar-in-New-Delhi&id=4d423830383633363735,1.0,1.0,East,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 900 Sq-ft For Rent in,"₹46,000","Lajpat Nagar 4, New Delhi",2.0,2.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹51/sqft,3(Out of 4 Floors),Immediately,Study,Unfurnished,5 to 10 years,"₹46,000","₹60, 000","Amar colony, Lajpat nagar-4, Lajpat Nagar 4, New Delhi - South, Delhi NCR",Amar colony market,Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Lajpat-Nagar-4-in-New-Delhi&id=4d423633363232313839,,,West,,2.0,,Main Road,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1600 Sq-ft For Rent in Madhur Apartment,","₹32,000","Paschim Vihar, New Delhi",3.0,2.0,,,3(Out of 3 Floors),Immediately,,Semi-Furnished,15 to 20 years,"₹32,000",,"Madhur Apartments, Inder Enclave, Paschim Vihar, Paschim Vihar, New Delhi - West, Delhi NCR",Near Richmond School,Semi-Furnished,15 to 20 years,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-Paschim-Vihar-in-New-Delhi&id=4d423734353032333131,,,East,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,Granite,"Garden/Park, Main Road","Fire Fighting Equipment,Guest Accommodation,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Security,Reserved Parking,Rain Water Harvesting,Power Back Up",₹ 1.30 Cr - ₹ 1.92 Cr,"5 Towers , 48 Units",Cooperative Group Housing Society,Madhur Apartment,,,,,1 Open,,,,,,,,,,
4 BHK Builder Floor 3600 Sq-ft For Rent in,₹2.0 Lac,"Vasant Vihar, New Delhi",4.0,5.0,,400sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹500/sqyrd,1(Out of 3 Floors),Immediately,"Puja Room, Study, Servant Room, Store",Semi-Furnished,New Construction,₹2 Lac,,"Vasant Vihar, New Delhi - South, Delhi NCR",,Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/4-BHK-3600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Vasant-Vihar-in-New-Delhi&id=4d423832353932323235,,,East,,3.0,"Wooden, Marble","Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 2600 Sq-ft For Rent in,₹1.5 Lac,"Panchsheel Enclave, New Delhi",3.0,3.0,,2400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹63/sqft,Ground(Out of 4 Floors),Immediately,"Puja Room, Study, Servant Room",Semi-Furnished,,"₹1.5 Lac|₹15,000Monthly Maintenance",₹3.0 Lac,"Panchsheel Enclave, New Delhi - South, Delhi NCR",N block market GK 1,Semi-Furnished,,https://www.magicbricks.com/propertyDetails/3-BHK-2600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Panchsheel-Enclave-in-New-Delhi&id=4d423833373732373635,,,North,,2.0,,Main Road,,,,,,,,,,,,,,,,,,,,
3 BHK Builder Floor 1900 Sq-ft For Rent in,"₹90,000","Greater Kailash Enclave 2, New Delhi",3.0,3.0,,1900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,Ground(Out of 3 Floors),Immediately,None of these,Semi-Furnished,15 to 20 years,"₹90,000",₹1.6 Lac,"Greater Kailash Enclave 2, New Delhi - South, Delhi NCR",savitri cinema,Semi-Furnished,15 to 20 years,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Greater-Kailash-Enclave-2-in-New-Delhi&id=4d423830303839323231,,,North - West,,2.0,Marble,Pool,,,,,,,24 Hours Available,No/Rare Powercut,,1 Open,,,,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in DDA Flats Vasant Kunj,","₹50,000","Sector D Vasant Kunj, New Delhi",2.0,2.0,1.0,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹56/sqft,2(Out of 3 Floors),Immediately,Study,Unfurnished,,"₹50,000|₹1,000Monthly Maintenance","₹50, 000","Vasant Kunj, New Delhi, Sector D Vasant Kunj, New Delhi - South, Delhi NCR",Nearby school college hospital etc.,Unfurnished,15 to 20 years,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Vasant-Kunj-Sector-D-in-New-Delhi&id=4d423833343138313533,,,North,,,Ceramic Tiles,"Garden/Park, Main Road","Fire Fighting Equipment,Kids Play Area,Visitor Parking,Security,Reserved Parking,Park,Lift",₹ 3.20 Cr - ₹ 4.0 Cr,,Delhi Development Authority DDA,DDA Flats Vasant Kunj,"3, 4 BHK Flats",24 Hours Available,No/Rare Powercut,,,3.0,,"₹ 15,600 - ₹ 18,378",", 1000 Units",1.0,,,,,
4 BHK Builder Floor 500 Sq-yrd For Rent in,₹2.8 Lac,"Safdarjung Development Area, New Delhi",4.0,3.0,,500sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹560/sqyrd,3(Out of 4 Floors),Immediately,"Puja Room, Servant Room",Semi-Furnished,New Construction,"₹2.8 Lac|₹7,000Monthly Maintenance",₹5.6 Lac,"Safdarjung Development Area, New Delhi - South, Delhi NCR",,Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/4-BHK-500-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Safdarjung-Development-Area-in-New-Delhi&id=4d423833363031393131,,,South -West,,2.0,"Ceramic Tiles, Marble","Garden/Park, Main Road",,,,,,,24 Hours Available,No/Rare Powercut,2.0,"2 Covered, 1 Open",1.0,,,,2.0,2.0,,,,
3 BHK Builder Floor 2700 Sq-ft For Rent in,₹1.2 Lac,"GK II, New Delhi",3.0,3.0,,2700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,1(Out of 3 Floors),Immediately,None of these,Furnished,Above 20 years,₹1.2 Lac,₹2.3 Lac,"GK II, New Delhi - South, Delhi NCR",m block market,Furnished,Above 20 years,https://www.magicbricks.com/propertyDetails/3-BHK-2700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Greater-Kailash-2-in-New-Delhi&id=4d423833333034373233,,,South - East,,2.0,"Vitrified, Marble",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,,1 Open,,,,,,,,,,
2 BHK Builder Floor 750 Sq-ft For Rent in,"₹32,000","Sector 19 Dwarka, New Delhi",2.0,2.0,1.0,740sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,4(Out of 5 Floors),Immediately,,Furnished,New Construction,"₹32,000",,"Sector 19, Dwarka, Sector 19 Dwarka, New Delhi - West, Delhi NCR",,Furnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Dwarka-Sector-19-in-New-Delhi&id=4d423833353131323333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 1500 Sq-ft For Rent in,₹1.2 Lac,"Defence Colony, New Delhi",2.0,3.0,,1400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹86/sqft,2(Out of 4 Floors),Immediately,"Puja Room, Study, Store, Servant Room",Semi-Furnished,5 to 10 years,"₹1.2 Lac|₹10,000Monthly Maintenance",₹3.6 Lac,"SECOND FLOOR WIDE ROAD, Defence Colony, New Delhi - South, Delhi NCR",At  walking distance from the metro station and reputed school s.,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Defence-Colony-in-New-Delhi&id=4d423833303339313237,,,North - East,,3.0,"Granite, Marble, Marbonite, Vitrified, Wooden",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,,"1 Covered, 1 Open",4.0,,,,1.0,,,,,
3 BHK Builder Floor 1000 Sq-ft For Rent in,"₹18,000","Govindpuri, New Delhi",3.0,2.0,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,2(Out of 4 Floors),Immediately,None of these,Unfurnished,New Construction,"₹18,000|₹1,000Monthly Maintenance","₹18, 000","gali no 13, Govindpuri, New Delhi - South, Delhi NCR",,Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Govindpuri-in-New-Delhi&id=4d423833363839303039,,,East,,,Marble,"Garden/Park, Main Road",,,,,,,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,,,,
"2 BHK 1200 Sq-ft Flat/Apartment  For Rent in Deshbandhu Apartments,","₹65,000","Kalkaji, New Delhi",2.0,2.0,,,1(Out of 1 Floors),Immediately,Store,Furnished,Above 20 years,"₹65,000",₹1.3 Lac,"deshbandhu apartment, Kalkaji, New Delhi - South, Delhi NCR",,Furnished,Above 20 years,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalkaji-in-New-Delhi&id=4d423833343137353833,,,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹54/sqft,2.0,,,"Fire Fighting Equipment,Meditation Area,Kids Play Area,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Rain Water Harvesting",₹ 2.50 Cr Onwards,"9 Towers , 270 Units",Cooperative Group Housing Society,Deshbandhu Apartments,3 BHK Flats,,,,,,,,,,,,,,
"3 BHK  1550 Sq-ft For Rent in Golden Heights,","₹40,000","Sector 12 Dwarka, New Delhi",3.0,2.0,,,,Immediately,None of these,Semi-Furnished,5 to 10 years,"₹40,000|₹1,500Monthly Maintenance","₹80, 000","Sector 12 Dwarka, New Delhi, Sector 12 Dwarka, New Delhi - West, Delhi NCR",,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Residential-House-FOR-Rent-Dwarka-Sector-12-in-New-Delhi&id=4d423832353930333735,,,North - East,1550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,3.0,"Ceramic Tiles, Marble",Garden/Park,"Fire Fighting Equipment,Kids Play Area,Flower Gardens,Event Space & Amphitheatre,Bank & ATM,AEROBICS ROOM,Intercom Facility,Visitor Parking,Air Conditioned,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Lift,Power Back Up",₹ 2.70 Cr - ₹ 3.08 Cr,"6 Towers , 198 Units",,,"2, 3 BHK Flat",24 Hours Available,,,1 Open,8.0,,,,,,,,,
2 BHK Builder Floor 850 Sq-ft For Rent in,"₹61,000","Lajpat Nagar 1, New Delhi",2.0,2.0,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹76/sqft,2(Out of 3 Floors),Immediately,None of these,Semi-Furnished,5 to 10 years,"₹61,000|₹1,000Monthly Maintenance","₹10, 000","Lajpat Nagar 1, New Delhi - South, Delhi NCR",,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Lajpat-Nagar-1-in-New-Delhi&id=4d423633363036303339,,,East,,2.0,Ceramic Tiles,Main Road,,,,,,,24 Hours Available,No/Rare Powercut,,2 Open,,,,,,,,,,
2 BHK Builder Floor 750 Sq-ft For Rent in,"₹15,000","Paryavaran Complex, New Delhi",2.0,2.0,1.0,680sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,1(Out of 3 Floors),Immediately,,Semi-Furnished,5 to 10 years,"₹15,000|₹500Monthly Maintenance","₹30, 000","A 112 paryavaran complex ignou road new delhi, Paryavaran Complex, New Delhi - South, Delhi NCR",Rama Krishna Mandir,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Paryavaran-Complex-in-New-Delhi&id=4d423338313235393037,,,West,,,Marble,"Garden/Park, Main Road",,,,,,,24 Hours Available,No/Rare Powercut,,1 Open,,,,,,,,,,
3 BHK Builder Floor 200 Sq-yrd For Rent in,"₹35,000","Pushpanjali Enclave, New Delhi",3.0,2.0,1.0,200sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹175/sqyrd,2(Out of 4 Floors),Immediately,Store,Unfurnished,Less than 5 years,"₹35,000|₹2,000Monthly Maintenance","₹70, 000","5421, Pushpanjali Enclave, New Delhi - North, Delhi NCR",The property is close to the Karkardooma Metro Station.,Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-200-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Pushpanjali-Enclave-in-New-Delhi&id=4d423833333035303533,,,North - East,,,Marble,Main Road,,,,,,,24 Hours Available,No/Rare Powercut,1.0,1 Covered,4.0,,,,1.0,,,,,
