Title,Rental_Price,Location,Beds,Baths,Balconies,Carpet Area,Project,Floor,Status,Additional Rooms,Facing,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Overlooking,Age of Construction,Price,link,Super Built-up Area,Developer,Amenities,Price per sqft,Configuration,Tower & Unit,Bed,Bath,Covered Parking,Car parking,Flooring,Water Availability,Status of Electricity,Lifts,Lift,Balcony,Floors allowed for construction,Tower,Unit,Type of Ownership,RERA ID,Authority Approval,Plot Area,No of Open Sides,Any Construction done,Boundary Wall,Transaction Type,Additional Features
"3 BHK 1550 Sq-ft Flat/Apartment  For Rent in Kolte Downtown Beryl,","₹55,000","Kharadi, Pune",3.0,3.0,2.0,1350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹41/sqft,Kolte Downtown Beryl,10(Out of 12 Floors),Immediately,None of these,East,Unfurnished,,"₹55,000",₹1.2 Lac,"Kharadi, Pune, Kharadi, Pune - East, Maharashtra","A wellpositioned 2, 3BHK flat in Kharadi, Pune. This property is housed",Unfurnished,"Garden/Park, Pool, Main Road",5 to 10 years,₹ 1.26 Cr - ₹ 1.59 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Rent-Kharadi-in-Pune&id=4d423833313831363731,,Kolte Patil Developers Ltd.,,,"2, 3 BHK Flat",,,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,,12.0,,", 176 Units",,,,,,,,,
3 BHK Flat 1450 Sq-ft For Rent in,"₹52,000","Pashan, Pune",3.0,3.0,2.0,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,,4(Out of 12 Floors),Immediately,,East,Furnished,Less than 5 years,"₹52,000",₹1.0 Lac,"Pashan, Pune - West, Maharashtra",,Furnished,Garden/Park,Less than 5 years,,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Rent-Pashan-in-Pune&id=4d423833313831343531,,,,,,,,,1.0,1 Covered,Ceramic Tiles,24 Hours Available,No/Rare Powercut,,,,1.0,,,,,,,,,,,
"3 BHK 1700 Sq-ft Flat/Apartment  For Rent in R7 LIFE REPUBLIC,","₹30,000","Hinjewadi Rajiv Gandhi Infotech Park, Pune",3.0,3.0,3.0,1350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,R7 LIFE REPUBLIC,19(Out of 22 Floors),Immediately,None of these,North,Unfurnished,Less than 5 years,"₹30,000","₹75, 000","Hinjawadi, Mulshi, Pune, Maharashtra, Hinjewadi Rajiv Gandhi Infotech Park, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",Crimson anisha globle school hinjawadi,Unfurnished,"Garden/Park, Pool, Main Road",Less than 5 years,₹ 80.1 Lac - ₹ 1.63 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-Hinjewadi-Rajiv-Gandhi-Infotech-Park-in-Pune&id=4d423832303037323633,,,,,3 BHK Flat,,,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,4.0,4.0,,1.0,,", 1232 Units",,,,,,,,,
4 BHK 2950 Sq-ft Flat/Apartment  For Rent in,"₹85,000","Dange Chowk, Pune",4.0,6.0,,2950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,,2(Out of 3 Floors),Immediately,,,Unfurnished,New Construction,"₹85,000|₹750Monthly Maintenance",₹5.0 Lac,"Dange Chowk, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Unfurnished,,New Construction,,https://www.magicbricks.com/propertyDetails/4-BHK-2950-Sq-ft-Multistorey-Apartment-FOR-Rent-Dange-Chowk-in-Pune&id=4d423831353430353937,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,
3 BHK 1250 Sq-ft Flat/Apartment  For Rent in,"₹47,000","Pimple Saudagar, Pune",3.0,2.0,,,,7(Out of 8 Floors),Immediately,,,Furnished,,"₹47,000",,"Pimple Saudagar, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Furnished,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Pimple-Saudagar-in-Pune&id=4d423832363134313635,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Flat 1050 Sq-ft For Rent in,"₹35,000","Kothrud, Pune",2.0,2.0,,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹41/sqft,,4(Out of 7 Floors),Immediately,"Puja Room, Study, Store, Servant Room",East,Unfurnished,10 to 15 years,"₹35,000","₹70, 000","Nap., Kothrud, Pune - West, Maharashtra",Near Metro station,Unfurnished,Main Road,10 to 15 years,,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Kothrud-in-Pune&id=4d423736303332373539,,,,,,,,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,,1.0,1.0,1.0,,,,,,,,,,,
"1 BHK 698 Sq-ft Flat/Apartment  For Rent in Kolte Patil Life Republic Universe Phase III,","₹18,000","Hinjewadi Rajiv Gandhi Infotech Park, Pune",,2.0,2.0,470sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,Kolte Patil Life Republic Universe Phase III,6(Out of 21 Floors),Immediately,None of these,North,Unfurnished,,"₹18,000","₹50, 000","Marunji Road, Hinjawadi, Mulshi, Pune, Maharashtra 411057, Hinjewadi Rajiv Gandhi Infotech Park, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",Crimson anisha globle school hinjawadi,Unfurnished,"Garden/Park, Pool, Main Road",Less than 5 years,₹ 40.3 Lac - ₹ 57.3 Lac,https://www.magicbricks.com/propertyDetails/1-BHK-698-Sq-ft-Multistorey-Apartment-FOR-Rent-Hinjewadi-Rajiv-Gandhi-Infotech-Park-in-Pune&id=4d423832303037323139,,Kolte Patil Developers Ltd.,"Garden View,Reserved Parking,Swimming Pool,Club House,Lift,Power Back Up",,"1, 2 BHK Flat","2 Towers , 322 Units",1.0,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,4.0,4.0,,,,,,,,,,,,,
"3 BHK 1685 Sq-ft Flat/Apartment  For Rent in Kolte Patil 24k Sereno,","₹80,000","Baner, Pune",3.0,3.0,2.0,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹62/sqft,Kolte Patil 24k Sereno,10(Out of 15 Floors),,None of these,West,Furnished,,"₹80,000|₹1Monthly Maintenance",₹3.5 Lac,"24K Sereno Baner, Baner, Pune - West, Maharashtra",opp supreme estia,Furnished,Garden/Park,5 to 10 years,₹ 3.21 Cr Onwards,https://www.magicbricks.com/propertyDetails/3-BHK-1685-Sq-ft-Multistorey-Apartment-FOR-Rent-Baner-in-Pune&id=4d423833333132343035,,Kolte Patil Developers Ltd.,"Provision for power backup,Aesthetically designed landscape garden,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Barbeque Pit,CCTV Camera,Fingerprint Access,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 10,952 - ₹ 21,000",3 BHK Flats,"4 Towers , 351 Units",,,2.0,2 Covered,"Vitrified, Wooden, Granite",24 Hours Available,No/Rare Powercut,3.0,3.0,,,,,Co-operative Society,,,,,,,,
2 BHK Flat 1200 Sq-ft For Rent in,"₹40,000","Rajaram Patil Nagar, Pune",2.0,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹40/sqft,,4(Out of 12 Floors),Immediately,"Puja Room, Study, Store, Servant Room",East,Semi-Furnished,5 to 10 years,"₹40,000","₹80, 000","Kharadi, Pune, Rajaram Patil Nagar, Pune - East, Maharashtra",Kharadi.,Semi-Furnished,"Garden/Park, Pool, Main Road",5 to 10 years,,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Rajaram-Patil-Nagar-in-Pune&id=4d423833373739313335,,,,,,,,,1.0,1 Covered,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,2.0,2.0,1.0,12.0,,,,,,,,,,,
"1 BHK 650 Sq-ft Flat/Apartment  For Rent in Ganga Aashiyana,","₹20,000","Anand Nagar Chinchwad, Pune",,,,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹44/sqft,Ganga Aashiyana,Upper Basement(Out of 12 Floors),,,,Furnished,5 to 10 years,"₹20,000","₹40, 000","Chinchwad, Pune, Anand Nagar Chinchwad, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Furnished,,5 to 10 years,₹ 70.0 Lac - ₹ 93.2 Lac,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Anand-Nagar-Chinchwad-in-Pune&id=4d423833373737353635,,Arun Developers,"Fire Fighting Equipment,Cycling & Jogging Track,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Jogging and Strolling Track,DTH Television Facility,Waste Disposal,Visitor Parking,Service/Goods Lift,Water Storage,Security,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",,"2, 3 BHK Flat","8 Towers , 600 Units",1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,
"2 BHK 1115 Sq-ft Flat/Apartment  For Rent in Sapphire Park Street,","₹30,000","Park Street, Pune",2.0,2.0,2.0,870sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,Sapphire Park Street,4(Out of 13 Floors),Immediately,None of these,North - East,Unfurnished,5 to 10 years,"₹30,000|₹2,300Monthly Maintenance","₹90, 000","Wakad, Pune, Park Street, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra","Savitribai Phule Udyan, Wisdow World School, and proximity to the IT hub",Unfurnished,"Garden/Park, Pool",5 to 10 years,₹ 1.02 Cr Onwards,https://www.magicbricks.com/propertyDetails/2-BHK-1115-Sq-ft-Multistorey-Apartment-FOR-Rent-Park-Street-in-Pune&id=4d423833313834323333,,,,,3 BHK Flats,,,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,,13.0,,,,,,,,,,,
"2 BHK Flat 671 Sq-ft For Rent in SiddhiVinayak Vision City,","₹6,000","Jambhul, Pune",2.0,2.0,,595sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹10/sqft,SiddhiVinayak Vision City,1(Out of 4 Floors),Immediately,,West,Semi-Furnished,Less than 5 years,"₹6,000|₹750Monthly Maintenance","₹12, 000","T1-104, Vision Woods, Vision City, Vadgaon Maval Pune 421301, Jambhul, Pune - Northern Outskirts, Maharashtra",Near Old NH4,Semi-Furnished,"Garden/Park, Main Road",Less than 5 years,₹ 19.0 Lac - ₹ 22.6 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-671-Sq-ft-Multistorey-Apartment-FOR-Rent-Jambhul-in-Pune&id=4d423833333134383839,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
"2 BHK Flat 850 Sq-ft For Rent in Majestique City,","₹17,500","Wagholi, Pune",2.0,2.0,,,Majestique City,2(Out of 12 Floors),,,,Semi-Furnished,,"₹17,500",,"Wagholi, Pune - East, Maharashtra",,Semi-Furnished,,,₹ 25.8 Lac - ₹ 41.1 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Wagholi-in-Pune&id=4d423833373737353637,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,Majestique Landmarks,"Fire Fighting Equipment,Meditation Area,Grand Entrance lobby,Mini Cinema Theatre,Gymnasium,Club House,Power Back Up",,"1, 2 BHK Flat","6 Towers , 1000 Units",,,,,,,,,,,,,,,,,,,,,,
"2 BHK 1080 Sq-ft Flat/Apartment  For Rent in Devayani Residency,","₹25,000","Bibwewadi, Pune",2.0,2.0,2.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,Devayani Residency,7(Out of 12 Floors),Immediately,"Puja Room, Study, Store, Servant Room",North - East,Semi-Furnished,,"₹25,000|₹1Monthly Maintenance","₹75, 000","Devayani Residency Mahalaxmi Nagar near gravity gym bibwewadi, Bibwewadi, Pune - South, Maharashtra",Gravity gym bibwewadi,Semi-Furnished,"Pool, Garden/Park, Main Road",Less than 5 years,₹ 1.38 Cr - ₹ 2.12 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1080-Sq-ft-Multistorey-Apartment-FOR-Rent-Bibwewadi-in-Pune&id=4d423830393033343435,,Yashodhan Development,,,,"1 Tower , 108 Units",,,2.0,,Vitrified,24 Hours Available,No/Rare Powercut,3.0,3.0,,,,,,,,,,,,,
"3 BHK 2500 Sq-ft Flat/Apartment  For Rent in Nyati Wind Chimes,","₹40,000","NIBM Road, Pune",3.0,3.0,2.0,1943sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,Nyati Wind Chimes,10(Out of 12 Floors),Immediately,None of these,East,Unfurnished,,"₹40,000|₹3,500Monthly Maintenance",₹2.0 Lac,"NIBM Road, Pune, NIBM Road, Pune - South, Maharashtra",Corinthians club,Unfurnished,"Garden/Park, Pool",5 to 10 years,₹ 1.89 Cr - ₹ 2.53 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Rent-NIBM-Road-in-Pune&id=4d423732343536353537,,Nyati Group,"Aesthetically designed landscape garden,Fire Fighting Equipment,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Kids play area,Water Front,Entry Exit Gate,CCTV Camera,Multipurpose Hall,Theme based Architectures,Skyline View,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 7,002 - ₹ 8,542","3, 4 BHK Flats","5 Towers , 240 Units",,,2.0,2 Covered,"Marble, Wooden",24 Hours Available,No/Rare Powercut,2.0,2.0,,,,,,,,,,,,,
"3 BHK 1926 Sq-ft Flat/Apartment  For Rent in Global Precioso,","₹65,000","EON Free Zone, Pune",3.0,3.0,,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,Global Precioso,7(Out of 12 Floors),Immediately,None of these,East,Furnished,,"₹65,000",₹1.8 Lac,"Kharadi, Pune, EON Free Zone, Pune - East, Maharashtra","Well connected to major IT hubs like EON IT Park, WTC, and Zensar.Exc",Furnished,Garden/Park,Less than 5 years,₹ 1.89 Cr - ₹ 2.59 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1926-Sq-ft-Multistorey-Apartment-FOR-Rent-EON-Free-Zone-in-Pune&id=4d423833353139323837,,Global Group,"Fire Fighting Equipment,Kids Play Area,Indoor Games Room,Multipurpose Hall,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,3 BHK Flat,"2 Towers , 88 Units",,,2.0,2 Covered,"Vitrified, Wooden",24 Hours Available,No/Rare Powercut,2.0,2.0,1.0,12.0,,,,,,,,,,,
"2 BHK 1000 Sq-ft Flat/Apartment  For Rent in Nyati Exuberance I,","₹18,999","Kad Nagar, Pune",2.0,2.0,2.0,780sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,Nyati Exuberance I,15(Out of 26 Floors),Immediately,Study,East,Unfurnished,,"₹18,999","₹55, 000","Off NIBM road Behind the Corinthians club On the Country club road, Opp Nyati Erica, Undri, Pune, Kad Nagar, Pune - South, Maharashtra",Located near Corinthians club undri,Unfurnished,"Garden/Park, Pool, Main Road",New Construction,₹ 58.8 Lac - ₹ 59.0 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kad-Nagar-in-Pune&id=4d423833353137353635,,Nyati Group,"Waste water recycling,Lawn with pathway,Community entrance gate,Sewage treatment plant,Fire Fighting Equipment,Multipurpose Courts,Kids Play Area,Flower Gardens,Waste Disposal,Security,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 5,150 - ₹ 7,000",2 BHK Flats,"5 Towers , 326 Units",,,1.0,,Vitrified,24 Hours Available,No/Rare Powercut,3.0,3.0,,20.0,,,,,,,,,,,
"4 BHK 4600 Sq-ft Flat/Apartment  For Rent in Amar Landmark,",₹2.8 Lac,"Baner, Pune",4.0,4.0,4.0,3200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹88/sqft,Amar Landmark,10(Out of 22 Floors),Immediately,Servant Room,North,Semi-Furnished,,"₹2.8 Lac|₹20,000Monthly Maintenance",₹12.0 Lac,"Baner, Pune, Baner, Pune - West, Maharashtra",KOREGAON PARK,Semi-Furnished,Garden/Park,New Construction,₹ 9.47 Cr - ₹ 11.04 Cr,https://www.magicbricks.com/propertyDetails/4-BHK-4600-Sq-ft-Multistorey-Apartment-FOR-Rent-Baner-in-Pune&id=4d423833333134373535,,Amar Builders,"Rentable Community Space,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Piped Gas,Banquet Hall,Internet/Wi-Fi Connectivity,Maintenance Staff,Intercom Facility,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,4 BHK Flat,"2 Towers , 52 Units",,,3.0,,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,,1.0,,,,,,,,,,,
"2 BHK 700 Sq-ft Flat/Apartment  For Rent in Vaastu Viva,","₹30,000","Wakad, Pune",2.0,2.0,2.0,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,Vaastu Viva,5(Out of 14 Floors),Immediately,,East,Furnished,,"₹30,000","₹60, 000","Near Millenium Mall Wakad, Wakad, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Furnished,Main Road,,₹ 99.0 Lac Onwards,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Rent-Wakad-in-Pune&id=4d423833343235393431,,B.U. Bhandari Landmarks,"Fire Fighting Equipment,Kids Play Area,Flower Gardens,Waste Disposal,Water Storage,Security,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flats,"3 Towers , 246 Units",,,,,,,,,,,,,,,,,,,,,,
