Title,Rental_Price,Location,Bed,Baths,Carpet Area,Floor,Status,Furnished Status,Rental Value,Security Deposit,Address,Furnishing,link,Facing,Age Of Construction,Flooring,Overlooking,Age of Construction,Bath,Super Built-up Area,Developer,Project,Amenities,Price,Price per sqft,Configuration,Tower & Unit,Beds,Balcony,Balconies,Landmarks,Additional Rooms,Lifts,Water Availability,Status of Electricity,Floors allowed for construction,Lift,Car parking,Covered Parking,Tower,Authority Approval,Unit,Type of Ownership,RERA ID,Floors allowed,Plot Area,Any Construction done,Boundary Wall,Transaction Type
"4 BHK 1800 Sq-ft Flat/Apartment  For Rent in Adani Ten BKC ,",₹3.0 Lac,"Bandra Kurla Complex, Mumbai",,4.0,1556sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹190/sqft,13(Out of 30 Floors),Immediately,Semi-Furnished,₹3 Lac,₹3.0 Lac,"Bkc., Bandra Kurla Complex, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai&id=4d423830383031313131,East,,"Vitrified, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Pool, Garden/Park, Main Road",New Construction,,,Adani Realty,Adani Ten BKC,"Kids play area,Park,Gymnasium,Club House,Lift,Power Back Up",₹ 5.69 Cr - ₹ 13.30 Cr,"₹ 33,666 - ₹ 75,000","2, 3, 4 BHK Flats",,4.0,1.0,,Bkc.,"Puja Room, Study, Store, Servant Room",3.0,24 Hours Available,No/Rare Powercut,,3.0,,3.0,,,,,,,,,,
"2 BHK 1350 Sq-ft Flat/Apartment  For Rent in Sunteck City Avenue 1,","₹74,000","Goregaon West, Mumbai",,2.0,905sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹82/sqft,14(Out of 41 Floors),Immediately,Semi-Furnished,"₹74,000",₹2.0 Lac,"sunteck city Avenue 1 Goregaon west, Goregaon West, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Goregaon-West-in-Mumbai&id=4d423534333739383037,North,,Vitrified,"Garden/Park, Main Road",Less than 5 years,,,Sunteck Realty Ltd.,Sunteck City Avenue 1,"Recreational Pool,Multipurpose Courts,Indoor Games Room,Flower Gardens,Concierge Services,Fireplace,Entry Exit Gate,Fire Sprinklers,CCTV Camera,Sea facing,Jogging and Strolling Track,Piped Gas,Conference Room,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 3.39 Cr - ₹ 3.70 Cr,"₹ 16,999 - ₹ 32,138","2, 3 BHK Flats","3 Towers , 429 Units",2.0,,3.0,near by ram mandir railway station,Store,3.0,24 Hours Available,No/Rare Powercut,,3.0,,1.0,,,,,,,,,,
1 BHK Flat 580 Sq-ft For Rent in,"₹36,000","Kurla East, Mumbai",1.0,2.0,480sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹75/sqft,,Immediately,Unfurnished,"₹36,000",₹2.5 Lac,"Kurla East., Kurla East, Mumbai - Central Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-580-Sq-ft-Multistorey-Apartment-FOR-Rent-Kurla-East-in-Mumbai&id=4d423734323131383331,North,New Construction,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",New Construction,,,,,,,,,,,,,Near Axis Bank.,None of these,2.0,24 Hours Available,No/Rare Powercut,,2.0,1 Open,,,Developer,,,,,,,,
"2 BHK 900 Sq-ft Flat/Apartment  For Rent in Sheth Avante,","₹50,000","Kanjurmarg West, Mumbai",,2.0,555sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹90/sqft,12(Out of 25 Floors),Immediately,Semi-Furnished,"₹50,000",₹1.5 Lac,"Kanjurmarg West, Mumbai, Kanjurmarg West, Mumbai - Central Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Kanjurmarg-West-in-Mumbai&id=4d423831393138333335,East,,Vitrified,Garden/Park,New Construction,,,Ashwin Sheth Group and Emami Group,Sheth Avante,"Provision for power backup,Sand pit,Badminton court,Aesthetically designed landscape garden,Cricket net practice,Half basketball court,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Rentable Community Space,Multipurpose Courts,Meditation Area,Library And Business Centre,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Bank & ATM,Coffee Lounge & Restaurants,Library,Kids play area,Multipurpose Hall,Grand Entrance lobby,Health club with Steam / Jaccuzi,Pool with temperature control,Infinity Swimming Pool,Mini Cinema Theatre,Private jaccuzi,Cafeteria/Food Court,Banquet Hall,Laundry Service,Intercom Facility,Private Terrace/Garden,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift",₹ 1.23 Cr - ₹ 2.48 Cr,"₹ 16,667 - ₹ 18,067","1, 2 BHK Flats","8 Towers , 385 Units",2.0,,,lbs marg kanjurmarg west,,3.0,24 Hours Available,No/Rare Powercut,1.0,3.0,1 Covered,1.0,,,,,,,,,,
"2 BHK 1242 Sq-ft Flat/Apartment  For Rent in Indiabulls Blu,",₹2.8 Lac,"Worli, Mumbai",,2.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹350/sqft,28(Out of 52 Floors),Immediately,Semi-Furnished,₹2.8 Lac,₹8.0 Lac,"1, Dr E Moses Rd, Worli Naka, Upper Worli, Worli, Mumbai, Maharashtra 400018, Worli, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1242-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423738393430373737,North - East,,"Granite, Marble",Garden/Park,,,,Indiabulls Real Estate Ltd.,Indiabulls Blu,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Bank & ATM,AEROBICS ROOM,Multipurpose Hall,Health club with Steam / Jaccuzi,Golf Course,Outdoor Tennis Courts,Conference Room,Cafeteria/Food Court,Banquet Hall,DTH Television Facility,Laundry Service,Maintenance Staff,Intercom Facility,Visitor Parking,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 8.31 Cr - ₹ 21.49 Cr,,"2, 3, 4 BHK Flat","10 Towers , 374 Units",2.0,,2.0,Next to Konark Empress,Store,4.0,24 Hours Available,No/Rare Powercut,20.0,4.0,,2.0,,,,,,,,,,
"3 BHK 1116 Sq-ft Flat/Apartment  For Rent in Lodha Aura,",₹1.7 Lac,"Wadala, Mumbai",,3.0,1116sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹148/sqft,20(Out of 40 Floors),Immediately,Semi-Furnished,₹1.7 Lac,₹6.0 Lac,"Lodha New Cuffe Parade, Off, Eastern Freeway, near Wadala Truck Terminal, Wadala East, Mumbai, Mahar, Wadala, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1116-Sq-ft-Multistorey-Apartment-FOR-Rent-Wadala-in-Mumbai&id=4d423833323639363137,East,,Vitrified,Garden/Park,Less than 5 years,,,Lodha Developers Limited,Lodha Aura,"Fire Fighting Equipment,Outdoor Tennis Courts,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Library,Kids play area,Smart Home,Water Front,Wine Cellar,Fireplace,Private Garage,Guest lobby in each floor,Grand Entrance lobby,Fingerprint Access,Large Open space,Located in the Heart of city,Health club with Steam / Jaccuzi,Earth quake resistant,Mini Cinema Theatre,Private jaccuzi,Private pool,Concierge Services,House help accommodation,Wrap Around Balcony,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.68 Cr - ₹ 7.50 Cr,"₹ 25,000 - ₹ 45,225","3, 4 BHK Flats","1 Tower , 228 Units",3.0,,2.0,"Lodha New Cuffe Parade, Off, Eastern Freeway, near Wadala Truck Terminal, Wadala East",Store,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,,2.0,,,,,,,,,,
3 BHK Flat 1600 Sq-ft For Rent in,₹1.8 Lac,"Santacruz West, Mumbai",,3.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹164/sqft,11(Out of 15 Floors),Immediately,Semi-Furnished,₹1.8 Lac,₹5.8 Lac,"Santacruz West, Santacruz West, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-West-in-Mumbai&id=4d423833363733303237,East,Less than 5 years,Vitrified,Main Road,Less than 5 years,,,,,,,,,,3.0,,,"Nearby to Schools, Colleges  Market",None of these,2.0,24 Hours Available,No/Rare Powercut,1.0,2.0,1 Open,,,,,,,,,,,
"4 BHK 1890 Sq-ft Flat/Apartment  For Rent in Runwal Greens,",₹1.0 Lac,"Mulund West, Mumbai",,5.0,1350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹74/sqft,9(Out of 40 Floors),Immediately,Furnished,₹1 Lac,₹4.0 Lac,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-1890-Sq-ft-Multistorey-Apartment-FOR-Rent-Mulund-West-in-Mumbai&id=4d423738373839333135,North - East,,"Ceramic Tiles, Granite, Vitrified","Garden/Park, Pool",5 to 10 years,,,Runwal Group,Runwal Greens,"Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Concierge Services,Bank & ATM,Coffee Lounge & Restaurants,Canopy Walk,Barbeque Pit,Arts & Craft Studio,AEROBICS ROOM,Multipurpose Hall,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.88 Cr - ₹ 6.04 Cr,"₹ 15,255 - ₹ 29,224","2, 3, 4 BHK Flats","4 Towers , 672 Units",4.0,,4.0,Mglr bhandup west central mumbai suburbs mumbai.,"Puja Room, Servant Room",7.0,24 Hours Available,No/Rare Powercut,20.0,7.0,,2.0,,,,,,,,,,
1 BHK Builder Floor 390 Sq-ft For Rent in,"₹5,000","Mira Road, Mumbai",1.0,,,4(Out of 5 Floors),Immediately,Semi-Furnished,"₹5,000",,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-390-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Mira-Road-in-Mumbai&id=4d423638363236353335,,,,,,1.0,390sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1435 Sq-ft Flat/Apartment  For Rent in Sheth Beau Pride,",₹3.3 Lac,"Hill Road, Mumbai",,3.0,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹250/sqft,3(Out of 3 Floors),Immediately,Furnished,₹3.3 Lac,₹12.0 Lac,"Hill Rd, Ranwar, Bandra West, Mumbai, Maharashtra 400050, Hill Road, Mumbai - Western Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1435-Sq-ft-Multistorey-Apartment-FOR-Rent-Hill-Road-in-Mumbai&id=4d423638363236373733,East,,"Marble, Normal Tiles/Kotah Stone",Main Road,Less than 5 years,,,Sheth Creators Pvt. Ltd.,Sheth Beau Pride,"Fire Fighting Equipment,Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,CCTV Camera,Multipurpose Hall,Earth quake resistant,Piped Gas,Conference Room,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Intercom Facility,Vaastu Compliant,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 3.90 Cr - ₹ 8.19 Cr,,"2, 3, 4 BHK Flat","1 Tower , 60 Units",3.0,,3.0,Pantaloon.,None of these,2.0,24 Hours Available,No/Rare Powercut,,2.0,2 Covered,2.0,,,,,,,,,,
4 BHK Flat 1700 Sq-ft For Rent in,₹1.3 Lac,"Goregaon one aspect, Mumbai",,5.0,1346sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹97/sqft,1(Out of 30 Floors),Immediately,Semi-Furnished,₹1.3 Lac|₹1Monthly Maintenance,₹5.0 Lac,"Goregaon one aspect, Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Mumbai&id=4d423831383834383935,East,Less than 5 years,,"Garden/Park, Main Road",Less than 5 years,,,,,,,,,,4.0,,3.0,Ekta tripolis,Servant Room,,,,,,,,,,,Freehold,,,,,,
"3 BHK 1500 Sq-ft Flat/Apartment  For Rent in BTM Jainam Elysium,","₹76,000","Bhandup West, Mumbai",,3.0,1050sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹72/sqft,10(Out of 22 Floors),Immediately,Furnished,"₹76,000",₹2.0 Lac,"Bhandup West, Bhandup West, Mumbai - Central Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Bhandup-West-in-Mumbai&id=4d423831383834353931,North - East,5 to 10 years,,"Pool, Garden/Park, Main Road",5 to 10 years,,,BTM Developers,BTM Jainam Elysium,"Fire Fighting Equipment,Kids Play Area,Event Space & Amphitheatre,CCTV Camera,Grand Entrance lobby,Conference Room,Intercom Facility,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift",₹ 1.33 Cr - ₹ 3.15 Cr,,,"1 Tower , 110 Units",3.0,,,State Bank LBS road Bhandup West,,,,,,,,,,,,Freehold,,,,,,
"2 BHK 1099 Sq-ft Flat/Apartment  For Rent in Crescent Silverwoods,","₹74,000","Yadav Nagar Chandivali, Mumbai",,2.0,628sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹118/sqft,9(Out of 13 Floors),Immediately,Semi-Furnished,"₹74,000|₹100Monthly Maintenance",₹2.0 Lac,"Crescent Silverwoods, opp. Oberoi Gardens, Community Hall, Chandivali Farm Rd, Sangharsh Nagar, Powai Chandivali, Mumbai, Yadav Nagar Chandivali, Mumbai - Central Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1099-Sq-ft-Multistorey-Apartment-FOR-Rent-Yadav-Nagar-Chandivali-in-Mumbai&id=4d423833353735323331,West,,Granite,Garden/Park,,,,Crescent Shelters LLP,Crescent Silverwoods,"Fire Fighting Equipment,Multipurpose Courts,Meditation Area,Indoor Games Room,Kids play area,CCTV Camera,Premium branded fittings,Grand Entrance lobby,Fingerprint Access,Large Open space,Located in the Heart of city,Earth quake resistant,Jogging and Strolling Track,Piped Gas,Waste Disposal,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.45 Cr - ₹ 3.61 Cr,"₹ 18,687 - ₹ 22,462","1, 2 BHK Flats","2 Towers , 135 Units",2.0,,,"Crescent Silverwoods,opp. Oberoi Gardens, Community Hall, Chandivali F",Puja Room,2.0,24 Hours Available,No/Rare Powercut,1.0,2.0,1 Covered,1.0,,,,,,,,,,
"1 BHK Flat 610 Sq-ft For Rent in Ashok Vihar,","₹55,000","Andheri East, Mumbai",1.0,2.0,496sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹111/sqft,5(Out of 7 Floors),Immediately,Furnished,"₹55,000",₹1.0 Lac,"Andheri East, Mumbai, Andheri East, Mumbai - Western Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-610-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai&id=4d423833333837343035,East,,Vitrified,"Pool, Garden/Park, Main Road",Less than 5 years,,,,Ashok Vihar,,₹ 1.94 Cr - ₹ 2.51 Cr,,2 BHK Flat,,,,,Ashok Tower,Store,,24 Hours Available,No/Rare Powercut,7.0,1.0,1 Covered,1.0,,,,,,,,,,
"3 BHK 2145 Sq-ft Flat/Apartment  For Rent in Ashok Kumar Tower,",₹1.5 Lac,"Chembur, Mumbai",,3.0,1287sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹117/sqft,8(Out of 14 Floors),Immediately,Semi-Furnished,"₹1.5 Lac|₹12,870Monthly Maintenance",₹4.5 Lac,"47 Union Park, Trilok Kapoor Marg, Chembur, Mumbai, Maharashtra, Chembur, Mumbai - Harbour Line, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2145-Sq-ft-Multistorey-Apartment-FOR-Rent-Chembur-in-Mumbai&id=4d423833323639343339,North - East,,"Marble, Marbonite, Vitrified","Garden/Park, Main Road",Less than 5 years,,,,Ashok Kumar Tower,,₹ 2.39 Cr - ₹ 3.51 Cr,,,,3.0,,2.0,Walking distance to upcoming metro station and mumbais largest Dmart.,"Puja Room, Store",3.0,24 Hours Available,No/Rare Powercut,14.0,3.0,2 Covered,2.0,,,,,,,,,,
"3 BHK 1600 Sq-ft Flat/Apartment  For Rent in Safal Saraswati,","₹75,000","Chembur, Mumbai",,3.0,,11(Out of 14 Floors),Immediately,Unfurnished,"₹75,000",₹2.5 Lac,"Chembur Station Road, Chembur East, Chembur, Mumbai - Harbour Line, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-Chembur-in-Mumbai&id=4d423739383934333637,North - East,5 to 10 years,,Main Road,5 to 10 years,,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,Safal Group,Safal Saraswati,"Waste water recycling,Provision for power backup,Sewage treatment plant,Recreational Pool,Fire Sprinklers,RO Water System,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Water Storage,Security,Lift,Power Back Up",₹ 2.19 Cr - ₹ 5.22 Cr,,"2, 3, 4 BHK Flat","2 Towers , 148 Units",3.0,,3.0,,"Puja Room, Store",,,,,,,,,,,,,,,,,
"2 BHK 934 Sq-ft Flat/Apartment  For Rent in DSS Mahavir Universe,","₹50,000","Bhandup West, Mumbai",,2.0,,10(Out of 25 Floors),Immediately,Semi-Furnished,"₹50,000",₹1.5 Lac,"lbs road Bhandup West, Bhandup West, Mumbai - Central Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-934-Sq-ft-Multistorey-Apartment-FOR-Rent-Bhandup-West-in-Mumbai&id=4d423831333839333031,,15 to 20 years,,"Garden/Park, Pool",15 to 20 years,,934sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹54/sqft,Damji Shamji Shah Group,DSS Mahavir Universe,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Library And Business Centre,Kids Play Area,Kids Club,Indoor Games Room,Flower Gardens,AEROBICS ROOM,Outdoor Tennis Courts,Jogging and Strolling Track,Banquet Hall,RO Water System,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 1.56 Cr - ₹ 2.23 Cr,"₹ 18,107 - ₹ 19,753","2, 3 BHK Flats","3 Towers , 300 Units",2.0,,2.0,,,,,,,,,,,,,,,,,,,
"2 BHK 860 Sq-ft Flat/Apartment  For Rent in L&T Elixir Reserve,","₹92,000","Budhia Jadhav Wadi, Mumbai",,2.0,658sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹140/sqft,10(Out of 22 Floors),Immediately,Semi-Furnished,"₹92,000|₹100Monthly Maintenance",₹2.5 Lac,"Powai, Mumbai, Budhia Jadhav Wadi, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-860-Sq-ft-Multistorey-Apartment-FOR-Rent-Budhia-Jadhav-Wadi-in-Mumbai&id=4d423833313336373933,North - East,,"Marble, Vitrified","Garden/Park, Pool, Main Road",New Construction,,,L & T Realty,L&T Elixir Reserve,"Provision for power backup,Aesthetically designed landscape garden,Sewage treatment plant,Indoor Squash & Badminton Courts,Grand Entrance lobby,Large Open space,Outdoor Tennis Courts,Waste Disposal,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift",₹ 2.80 Cr - ₹ 4.80 Cr,"₹ 17,650 - ₹ 4.6 Lac","2, 3, 4 BHK Flats","6 Towers , 300 Units",2.0,,2.0,The property is in a prime location.,None of these,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,1 Covered,1.0,,,,,,,,,,
"2 BHK Flat 900 Sq-ft For Rent in Hit Niketan ,","₹45,000","Bhandup West, Mumbai",,2.0,780sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹58/sqft,2(Out of 7 Floors),Immediately,Semi-Furnished,"₹45,000|₹3,000Monthly Maintenance",₹2.0 Lac,"C11, hit niketan soc, jangal mangal road, opp kokan nagar bus stop, Bhandup West, mumbai 400078, Bhandup West, Mumbai - Central Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Bhandup-West-in-Mumbai&id=4d423832323430333533,North,Above 20 years,,Main Road,Above 20 years,,,,Hit Niketan,,₹ 1.58 Cr - ₹ 2.08 Cr,,,,2.0,,,"Bhandup Criticare hospital, kokan nagar bus stop",,,,,,,,,,,,,,,,,,
2 BHK Flat 850 Sq-ft For Rent in,"₹48,000","Gokuldham, Mumbai",,,620sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹77/sqft,Ground(Out of 4 Floors),Immediately,Furnished,"₹48,000",₹1.5 Lac,"Goregaon, Mumbai, Maharashtra, Gokuldham, Mumbai - Western Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Gokuldham-in-Mumbai&id=4d423737343637393531,North - East,15 to 20 years,Marble,Garden/Park,15 to 20 years,1.0,,,,,,,,,2.0,1.0,,Behind Krishna Vatika Mandir,Store,,24 Hours Available,No/Rare Powercut,4.0,,,,,,,,,,,,,
"3 BHK 1400 Sq-ft Flat/Apartment  For Rent in L&T Elixir Reserve,",₹1.7 Lac,"Powai, Mumbai",,3.0,1220sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹141/sqft,17(Out of 22 Floors),Immediately,Semi-Furnished,₹1.7 Lac|₹100Monthly Maintenance,₹5.0 Lac,"Powai, Mumbai, Powai, Mumbai - Central Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423833313337303431,North - East,,"Marble, Vitrified","Garden/Park, Pool, Main Road",New Construction,,,L & T Realty,L&T Elixir Reserve,"Provision for power backup,Aesthetically designed landscape garden,Sewage treatment plant,Indoor Squash & Badminton Courts,Grand Entrance lobby,Large Open space,Outdoor Tennis Courts,Waste Disposal,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift",₹ 2.80 Cr - ₹ 4.80 Cr,"₹ 17,650 - ₹ 4.6 Lac","2, 3, 4 BHK Flats","6 Towers , 300 Units",3.0,,2.0,The property is in a prime location,None of these,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,2 Covered,2.0,,,,,,,,,,
