Title,Rental_Price,Location,Bed,Bath,Super Built-up Area,Floor,Status,Furnished Status,Rental Value,Address,Furnishing,link,Beds,Baths,Balcony,Carpet Area,Facing,Lift,Car parking,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Additional Rooms,Water Availability,Status of Electricity,Floors allowed for construction,Covered Parking,Developer,Project,Amenities,Price,Price per sqft,Configuration,Tower & Unit,Balconies,Unit,Type of Ownership,Lifts,Authority Approval,Tower,RERA ID,Plot Area,Approved,Dimensions(L X B),Any Construction done,Boundary Wall,Transaction Type,Floors Allowed For Construction,Floors allowed,No of Open Sides,Additional Features
3 BHK 1320 Sq-ft Flat/Apartment  For Rent in,"₹75,000","Kellys, Chennai",,,,2(Out of 4 Floors),Immediately,Furnished,"₹75,000|₹2,500Monthly Maintenance","Kellys, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1320-Sq-ft-Multistorey-Apartment-FOR-Rent-Kellys-in-Chennai&id=4d423833373733333031,3.0,3.0,,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,,,,15 to 20 years,₹7.5 Lac,,,,15 to 20 years,,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3 BHK Flat 1550 Sq-ft For Rent in,₹1.2 Lac,"Kotturpuram, Chennai",,,,2(Out of 4 Floors),Immediately,Semi-Furnished,"₹1.2 Lac|₹10,000Monthly Maintenance","limra, Kotturpuram, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Rent-Kotturpuram-in-Chennai&id=4d423734353133303435,3.0,3.0,1.0,1550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹74/sqft,North,,,Less than 5 years,₹6.9 Lac,TTK road,,"Garden/Park, Main Road",Less than 5 years,"Store, Servant Room",,,,,,,,,,,,,,Freehold,,,,,,,,,,,,,,
"2 BHK Flat 750 Sq-ft For Rent in Mahindra Lifespaces Happinest Phase 2,","₹10,000","Avadi, Chennai",,1.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,2(Out of 3 Floors),Immediately,Semi-Furnished,"₹10,000","Avadi, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Avadi-in-Chennai&id=4d423535333237313639,2.0,,,,,,,,,,,,,,,,,,Mahindra Lifespace Developers Limited,Mahindra Lifespaces Happinest Phase 2,,₹ 45.0 Lac - ₹ 72.3 Lac,,,,,", 1268 Units",,,,,,,,,,,,,,,
3 BHK Flat 1700 Sq-ft For Rent in,"₹60,000","Mylapore, Chennai",,,,2(Out of 4 Floors),Immediately,Semi-Furnished,"₹60,000|₹5,000Monthly Maintenance","near Vidya Mandir school, Mylapore, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-Mylapore-in-Chennai&id=4d423737383634393239,3.0,3.0,,1550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,East,1.0,1 Covered,,₹3.0 Lac,near all the schools colleges supermarkets shops and temples,Vitrified,Garden/Park,5 to 10 years,"Puja Room, Store",24 Hours Available,No/Rare Powercut,,1.0,,,,,,,,2.0,,Freehold,,,,,,,,,,,,,,
2 BHK Builder Floor 1300 Sq-ft For Rent in,"₹30,000","Choolaimedu, Chennai",,,,1(Out of 3 Floors),Immediately,Semi-Furnished,"₹30,000","gill nagar park, Choolaimedu, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Choolaimedu-in-Chennai&id=4d423833303432313937,2.0,2.0,,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,,,5 to 10 years,₹1.8 Lac,near by metro main road,,Main Road,5 to 10 years,Puja Room,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
1 BHK 550 Sq-ft Flat/Apartment  For Rent in,"₹5,500","TNHB, Chennai",1.0,1.0,,3(Out of 3 Floors),Immediately,Semi-Furnished,"₹5,500|₹500Monthly Maintenance","TNHB, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Rent-TNHB-in-Chennai&id=4d423535333133383339,,,1.0,495sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,,,,5 to 10 years,"₹20, 000",,,,5 to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 BHK  6000 Sq-ft For Rent in,₹4.0 Lac,"Anna Nagar, Chennai",,,6000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹67/sqft,,Immediately,Furnished,₹4 Lac|₹100Monthly Maintenance,"Anna Nagar, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/7-BHK-6000-Sq-ft-Residential-House-FOR-Rent-Anna-Nagar-in-Chennai&id=4d423833313735313031,7.0,6.0,,,South,,3 Covered,5 to 10 years,₹12.0 Lac,Prime location at Anna Nagar,"Ceramic Tiles, Marble, Wooden",Garden/Park,5 to 10 years,"Puja Room, Study, Servant Room",24 Hours Available,No/Rare Powercut,1.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹20,000","Sholinganallur, Chennai",1.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,Immediately,Semi-Furnished,"₹20,000","Sholinganallur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-1000-Sq-ft-Residential-House-FOR-Rent-Sholinganallur-in-Chennai&id=4d423833313735393339,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1100 Sq-ft For Rent in Vaibhogam Homes,","₹16,000","Ponmar, Chennai",,,,Ground(Out of 3 Floors),Immediately,Furnished,"₹16,000|₹500Monthly Maintenance","Madipakkam, Ponmar, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Ponmar-in-Chennai&id=4d423737393930363935,3.0,2.0,1.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,North,,,Less than 5 years,"₹75, 000",,,Main Road,Less than 5 years,Puja Room,,,,,,Vaibhogam Homes,,₹ 84.8 Lac - ₹ 97.0 Lac,,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹45,000","Kazhipattur, Chennai",,,,,Immediately,Furnished,"₹45,000","TF2, Third floor, Pallava Garden Phase1, Kazhipattur, Kazhipattur, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1590-Sq-ft-Residential-House-FOR-Rent-Kazhipattur-in-Chennai&id=4d423832363130393735,3.0,3.0,,1230sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,East,,,New Construction,,,,,New Construction,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
1 BHK  650 Sq-ft For Rent in,"₹9,000","Indeoebdent twin house at mahalakshmi nagar Guduvanchery, Chennai",1.0,1.0,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,Immediately,Semi-Furnished,"₹9,000","Chennai, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Residential-House-FOR-Rent-in-Chennai&id=4d423833333037303339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 BHK Flat 611 Sq-ft For Rent in The Metrozone,","₹15,000","Anna Nagar, Chennai",1.0,1.0,611sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,6(Out of 19 Floors),Immediately,Furnished,"₹15,000|₹10,000Monthly Maintenance","the metro zone apartment Anna Nagar, Anna Nagar, Chennai, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-611-Sq-ft-Multistorey-Apartment-FOR-Rent-Anna-Nagar-in-Chennai&id=4d423833343139363431,,,1.0,,East,,,5 to 10 years,"₹15, 000",,,"Pool, Garden/Park, Main Road",5 to 10 years,"Puja Room, Store, Study, Servant Room",,,,,Ozone Group,The Metrozone,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Rentable Community Space,Outdoor Tennis Courts,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.90 Cr - ₹ 2.65 Cr,"₹ 11,154 - ₹ 12,852","2, 3 BHK Flats","29 Towers , 2131 Units",,,,,,,,,,,,,,,,,
1 BHK 540 Sq-ft Flat/Apartment  For Rent in,"₹19,000","Gokulam Colony West Mambalam, Chennai",1.0,1.0,,Ground(Out of 1 Floors),Immediately,Semi-Furnished,"₹19,000|₹500Monthly Maintenance","Gokulam Colony West Mambalam, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-540-Sq-ft-Multistorey-Apartment-FOR-Rent-Gokulam-Colony-West-Mambalam-in-Chennai&id=4d423833353133363737,,,1.0,540sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,South,,,Above 20 years,₹1.0 Lac,"Near the Arya Gowda Road, Nestled bw T.Nagar Ashok Nagar  Kodambakkam","Marble, Mosaic",Main Road,Above 20 years,,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
4 BHK Flat 4000 Sq-ft For Rent in,₹4.0 Lac,"MRC Nagar, Chennai",,,4000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹100/sqft,7(Out of 9 Floors),Immediately,Semi-Furnished,"₹4 Lac|₹15,000Monthly Maintenance","MRC nagar, MRC Nagar, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-4000-Sq-ft-Multistorey-Apartment-FOR-Rent-MRC-Nagar-in-Chennai&id=4d423833373738343331,4.0,4.0,1.0,,North,,,New Construction,₹24.0 Lac,walkable distance to sea,,Main Road,New Construction,"Store, Servant Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK 1260 Sq-ft Flat/Apartment  For Rent in Ceebros One 74,",₹1.8 Lac,"MRC Nagar, Chennai",,,,7(Out of 20 Floors),Immediately,Furnished,"₹1.8 Lac|₹15,000Monthly Maintenance","MRC Nagar, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Rent-MRC-Nagar-in-Chennai&id=4d423833313736333331,2.0,2.0,,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹140/sqft,East,,,,₹10.0 Lac,,,"Garden/Park, Main Road",Less than 5 years,"Study, Store",,,,,Ceebros,Ceebros One 74,"Sea facing,Skyline View,Outdoor Tennis Courts,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 9.0 Cr - ₹ 9.50 Cr,"₹ 37,500 - ₹ 39,583",3 BHK Flats,"7 Towers , 234 Units",2.0,,Freehold,,,,,,,,,,,,,,
"3 BHK 1755 Sq-ft Flat/Apartment  For Rent in Ozone Greens,","₹35,000","Perumbakkam, Chennai",,,,7(Out of 20 Floors),Immediately,Furnished,"₹35,000|₹5,000Monthly Maintenance","Perumbakkam, Chennai, Perumbakkam, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1755-Sq-ft-Multistorey-Apartment-FOR-Rent-Perumbakkam-in-Chennai&id=4d423833303434323439,3.0,3.0,,1052sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,South,3.0,1 Covered,,₹2.0 Lac,"Close to OMR, Sholinganallur, IT hubs, schools, and hospitals.",Vitrified,"Garden/Park, Main Road",New Construction,None of these,24 Hours Available,No/Rare Powercut,20.0,1.0,Ozone Group,Ozone Greens,"Fire Fighting Equipment,Meditation Area,Kids Play Area,Security,Park,Gymnasium,Swimming Pool,Club House",₹ 42.1 Lac - ₹ 1.66 Cr,"₹ 4,849 - ₹ 5,882","1, 2, 3 BHK Flats","12 Towers , 756 Units",2.0,,,3.0,,,,,,,,,,,,,
3 BHK Flat 3300 Sq-ft For Rent in,₹3.3 Lac,"Poes Garden, Chennai",,,,3(Out of 5 Floors),Immediately,Semi-Furnished,₹3.3 Lac,"poes garden, Poes Garden, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-3300-Sq-ft-Multistorey-Apartment-FOR-Rent-Poes-Garden-in-Chennai&id=4d423833333135373433,3.0,3.0,,3000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹110/sqft,North,1.0,3 Covered,,₹21.0 Lac,premium apartment prime location,Granite,Garden/Park,Less than 5 years,"Puja Room, Servant Room",24 Hours Available,No/Rare Powercut,,3.0,,,,,,,,3.0,,Freehold,,,,,,,,,,,,,,
"3 BHK 1900 Sq-ft Flat/Apartment  For Rent in Appaswamy Mandarina,",₹1.0 Lac,"Kotturpuram, Chennai",,,1900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹53/sqft,2(Out of 4 Floors),Immediately,Semi-Furnished,₹1 Lac,"Kotturpuram, Kotturpuram, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Multistorey-Apartment-FOR-Rent-Kotturpuram-in-Chennai&id=4d423833303432313435,3.0,3.0,1.0,,East,2.0,1 Covered,,₹1.0 Lac,"Adyar telephone exchange, Hospital and Hotels.",Vitrified,"Garden/Park, Pool, Main Road",5 to 10 years,Puja Room,24 Hours Available,No/Rare Powercut,,1.0,Appaswamy Real Estates Ltd.,Appaswamy Mandarina,"Fire Fighting Equipment,Premium branded fittings,Internet/Wi-Fi Connectivity,Intercom Facility,Visitor Parking,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Lift",₹ 3.30 Cr - ₹ 3.83 Cr,,3 BHK Flat | 3 BHK Builder Floor Apartment,"5 Towers , 64 Units",,,,2.0,,,,,,,,,,,,,
"3 BHK 1225 Sq-ft Flat/Apartment  For Rent in Vijay Shanthi Boulevard,","₹20,000","Kandigai, Chennai",,,,4(Out of 9 Floors),Immediately,Semi-Furnished,"₹20,000|₹2,500Monthly Maintenance","Kandigai, Chennai, Kandigai, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1225-Sq-ft-Multistorey-Apartment-FOR-Rent-Kandigai-in-Chennai&id=4d423739303136323933,3.0,2.0,1.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,,2.0,1 Open,Less than 5 years,,"Vit university, tagore medical college, velammal school, fiitjee school.",Vitrified,,Less than 5 years,,24 Hours Available,No/Rare Powercut,3.0,,Vijay Shanthi Builders Ltd.,Vijay Shanthi Boulevard,"Cycling & Jogging Track,Retail Boulevard (Retail Shops),Meditation Area,Library And Business Centre,Kids Play Area,Indoor Games Room,Jogging and Strolling Track,Banquet Hall,Internet/Wi-Fi Connectivity,Park,Gymnasium",₹ 55.9 Lac - ₹ 1.08 Cr,,2 BHK Flat | 3 BHK Residential House,"11 Towers , 332 Units",,,,2.0,,,,,,,,,,,,,
3 BHK Flat 1985 Sq-ft For Rent in,₹1.7 Lac,"Perungudi, Chennai",,,1985sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹86/sqft,5(Out of 27 Floors),Immediately,Semi-Furnished,"₹1.7 Lac|₹10,000Monthly Maintenance","Perungudi, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1985-Sq-ft-Multistorey-Apartment-FOR-Rent-Perungudi-in-Chennai&id=4d423735383633303235,3.0,3.0,1.0,,South,2.0,"2 Covered, 1 Open",Less than 5 years,₹10.2 Lac,,Ceramic Tiles,Garden/Park,Less than 5 years,None of these,24 Hours Available,No/Rare Powercut,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
3 BHK Flat 1300 Sq-ft For Rent in,"₹35,000","T.Nagar,N.Usman road,chennai 17, Chennai",,,,2(Out of 3 Floors),Immediately,Semi-Furnished,"₹35,000|₹1,500Monthly Maintenance","Chennai, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chennai&id=4d423732333035313037,3.0,2.0,1.0,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,,,,,₹2.1 Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK  180 Sq-ft For Rent in,"₹11,500","Urapakkam, Chennai",1.0,1.0,180sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹64/sqft,,Immediately,Furnished,"₹11,500","Urapakkam, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-180-Sq-ft-Villa-FOR-Rent-Urapakkam-in-Chennai&id=4d423338363532333837,,,,,North - East,,,Less than 5 years,"₹25, 000",Near GST roaD,Vitrified,Main Road,Less than 5 years,None of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1310 Sq-ft For Rent in BSCPL Bollineni ZION,","₹40,000","OMR, Chennai",,,,22(Out of 28 Floors),Immediately,Semi-Furnished,"₹40,000","3BHK Apartment 22nd floor flat no B2207 Bollineni Zion Apartment Semmancheri Chennai., OMR, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1310-Sq-ft-Multistorey-Apartment-FOR-Rent-OMR-in-Chennai&id=4d423833333039313733,3.0,2.0,1.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,West,2.0,"1 Covered, 1 Open",,,sathyabama University,"Vitrified, Ceramic Tiles","Garden/Park, Main Road",New Construction,,24 Hours Available,No/Rare Powercut,,1.0,BSCPL Infrastructure Ltd,BSCPL Bollineni ZION,"Water Storage,Security,Rain Water Harvesting,Lift,Power Back Up",₹ 63.1 Lac - ₹ 1.21 Cr,"₹ 5,798 - ₹ 8,791","2, 3 BHK Flats","3 Towers , 581 Units",,,,2.0,Developer,,,,,,,,,,,,
2 BHK Flat 1300 Sq-ft For Rent in,"₹35,000","Raja Annamalai Puram, Chennai",,,,2(Out of 4 Floors),Immediately,Semi-Furnished,"₹35,000|₹2,000Monthly Maintenance","near chettinadu Hari Shree vidyalayam, Raja Annamalai Puram, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-Raja-Annamalai-Puram-in-Chennai&id=4d423737383634363937,2.0,2.0,1.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,North,1.0,1 Covered,5 to 10 years,₹2.5 Lac,near chettinad vidyashram alphabet school shops shops supermarkets bus stand and railway station,Vitrified,Garden/Park,5 to 10 years,Puja Room,24 Hours Available,No/Rare Powercut,,1.0,,,,,,,,,,Freehold,,,,,,,,,,,,,,
2 BHK 850 Sq-ft Flat/Apartment  For Rent in,"₹25,000","Thoraipakkam, Chennai",,,,2(Out of 2 Floors),Immediately,Furnished,"₹25,000|₹2,000Monthly Maintenance","Thoraipakkam, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Thoraipakkam-in-Chennai&id=4d423831393830333537,2.0,2.0,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,East,,1 Covered,5 to 10 years,"₹80, 000",Near Jain college  Thoraipakkam signal,Marbonite,Main Road,5 to 10 years,None of these,24 Hours Available,No/Rare Powercut,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
4 BHK  2750 Sq-ft For Rent in,"₹60,000","Porur, Chennai",,,,,Immediately,Semi-Furnished,"₹60,000|₹250Monthly Maintenance","Gerugampakkam, Porur, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2750-Sq-ft-Villa-FOR-Rent-Porur-in-Chennai&id=4d423832383530333333,4.0,4.0,,2750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,South,,,Less than 5 years,₹10.0 Lac,near Arjun gardens,Vitrified,Main Road,Less than 5 years,"Puja Room, Store",,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
2 BHK 670 Sq-ft Flat/Apartment  For Rent in,"₹20,000","Triplicane, Chennai",,,670sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,1(Out of 1 Floors),Immediately,Furnished,"₹20,000","Triplicane, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-670-Sq-ft-Multistorey-Apartment-FOR-Rent-Triplicane-in-Chennai&id=4d423338373938383031,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹17,000","Tharamani, Chennai",1.0,1.0,,,,Semi-Furnished,"₹17,000","Hari Nivas, 1219, Anna Street, Taramani, Tharamani, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-1000-Sq-ft-Residential-House-FOR-Rent-Tharamani-in-Chennai&id=4d423833363033353735,,,,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,South,,,5 to 10 years,₹1.0 Lac,Near Taramani Arvind Matriculation School Prasanna Venkatesa Perumal temple or Subramanya Swamy temple or Pancha Mukha Hanuman temple,Ceramic Tiles,Main Road,5 to 10 years,Puja Room,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 BHK 500 Sq-ft Flat/Apartment  For Rent in river heights,","₹25,000","Sterling Road, Chennai",1.0,1.0,,5(Out of 8 Floors),Immediately,Furnished,"₹25,000","river heights, Sterling Road, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Rent-Sterling-Road-in-Chennai&id=4d423833353133323933,,,1.0,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,East,,,10 to 15 years,₹1.2 Lac,,,Garden/Park,10 to 15 years,Puja Room,,,,,,river heights,,₹ 98.4 Lac - ₹ 1.70 Cr,,,,,,,,,,,,,,,,,,,,
"3 BHK  1266 Sq-ft For Rent in Casagrand Luxeria,","₹40,000","Navalur, Chennai",,,,,Immediately,Semi-Furnished,"₹40,000|₹4,000Monthly Maintenance","Navalur, Chennai, Navalur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1266-Sq-ft-Villa-FOR-Rent-Navalur-in-Chennai&id=4d423737383633353937,3.0,3.0,,1266sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,North,,"1 Covered, 1 Open",,₹2.4 Lac,,Ceramic Tiles,"Garden/Park, Main Road",,None of these,24 Hours Available,No/Rare Powercut,1.0,1.0,,,"Kids Splash Pool,Sand pit,Badminton court,Lawn with pathway,Aesthetically designed landscape garden,Fire Fighting Equipment,Activity Deck4,Multipurpose Courts,Meditation Area,Kids Club,Indoor Games Room,Event Space & Amphitheatre,Bank & ATM,AEROBICS ROOM,Kids play area,Multipurpose Hall,Premium branded fittings,Grand Entrance lobby,Large Open space,3 Tier Security System,Located in the Heart of city,Central AC,Earth quake resistant,Infinity Swimming Pool,Mini Cinema Theatre,Outdoor Tennis Courts,Banquet Hall,DTH Television Facility,Waste Disposal,Intercom Facility,Visitor Parking,Vaastu Compliant,Water Storage,Security,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Power Back Up",₹ 1.64 Cr Onwards,,,,2.0,", 128 Units",,,,,,,,,,,,,,,
