Title,Rental_Price,Location,Bed,Bath,Super Built-up Area,Floor,Status,Furnished Status,Rental Value,Address,Furnishing,link,Beds,Baths,Balcony,Carpet Area,Facing,Lift,Car parking,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Additional Rooms,Water Availability,Status of Electricity,Floors allowed for construction,Covered Parking,Developer,Project,Amenities,Price,Price per sqft,Configuration,Tower & Unit,Balconies,Unit,Type of Ownership,Lifts,Authority Approval,Tower,RERA ID,Plot Area,Approved,Dimensions(L X B),Any Construction done,Boundary Wall,Transaction Type,Floors Allowed For Construction,Floors allowed,No of Open Sides,Additional Features
"3 BHK 3800 Sq-ft Flat/Apartment  For Rent in Ceebros One 74,",₹4.0 Lac,"MRC Nagar, Chennai",,,3800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹105/sqft,18(Out of 19 Floors),Immediately,Furnished,₹4 Lac,"MRC Nagar, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-3800-Sq-ft-Multistorey-Apartment-FOR-Rent-MRC-Nagar-in-Chennai&id=4d423832363236393439,3.0,4.0,,,,,,Less than 5 years,,,,"Garden/Park, Pool",Less than 5 years,,,,,,Ceebros,Ceebros One 74,"Sea facing,Skyline View,Outdoor Tennis Courts,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 9.0 Cr - ₹ 9.50 Cr,"₹ 37,500 - ₹ 39,583",3 BHK Flats,"7 Towers , 234 Units",3.0,,,,,,,,,,,,,,,,
3 BHK  1600 Sq-ft For Rent in,"₹60,000","Kalakshetra Colony, Chennai",,,,,Immediately,Semi-Furnished,"₹60,000","Besant Nagar, Kalakshetra Colony, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Residential-House-FOR-Rent-Kalakshetra-Colony-in-Chennai&id=4d423833353233363439,3.0,3.0,1.0,1550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,North - West,,"1 Covered, 2 Open",10 to 15 years,₹3.6 Lac,posh location,Vitrified,,10 to 15 years,Puja Room,24 Hours Available,No/Rare Powercut,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Flat 1100 Sq-ft For Rent in,"₹32,000","Sholinganallur, Chennai",,1.0,,2(Out of 5 Floors),Immediately,Unfurnished,"₹32,000|₹4,000Monthly Maintenance","Sholinganallur, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Sholinganallur-in-Chennai&id=4d423833373833303235,2.0,,1.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,North,2.0,"1 Covered, 1 Open",Less than 5 years,₹1.9 Lac,,Ceramic Tiles,"Garden/Park, Main Road",Less than 5 years,None of these,24 Hours Available,No/Rare Powercut,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
2 BHK 1050 Sq-ft Flat/Apartment  For Rent in,"₹11,000","Melpakkam, Chennai",,,,Ground(Out of 2 Floors),Immediately,Unfurnished,"₹11,000|₹250Monthly Maintenance","42, Benbur street, VGN Windson park phase-3, Melpakkam village, Melpakkam, Chennai - West, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Melpakkam-in-Chennai&id=4d423736313338373331,2.0,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,,,,,"₹55, 000",,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1500 Sq-ft For Rent in,"₹60,000","Anna Nagar, Chennai",,,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹40/sqft,1(Out of 4 Floors),Immediately,Semi-Furnished,"₹60,000|₹5,000Monthly Maintenance","shanthi colony, Anna Nagar, Chennai, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Anna-Nagar-in-Chennai&id=4d423833313930383033,3.0,3.0,1.0,,East,,,Less than 5 years,₹3.6 Lac,next to VR Mall,,"Garden/Park, Pool, Main Road",Less than 5 years,"Puja Room, Study, Store, Servant Room",,,,,,,,,,,,,,Freehold,,,,,,,,,,,,,,
3 BHK Flat 1450 Sq-ft For Rent in,"₹65,000","Kilpauk, Chennai",,,1450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹45/sqft,2(Out of 10 Floors),Immediately,Furnished,"₹65,000","kilpauk, Kilpauk, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Rent-Kilpauk-in-Chennai&id=4d423832363330383239,3.0,3.0,1.0,,East,2.0,2 Covered,10 to 15 years,₹6.5 Lac,"Kilpauk Medical College  Hospital, Kilpauk Metro Station,",Marble,Main Road,10 to 15 years,,24 Hours Available,No/Rare Powercut,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
4 BHK Flat 3200 Sq-ft For Rent in,"₹85,000","Palavakkam, Chennai",,,,2(Out of 2 Floors),Immediately,Furnished,"₹85,000|₹2,500Monthly Maintenance","Palavakkam, Palavakkam, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3200-Sq-ft-Multistorey-Apartment-FOR-Rent-Palavakkam-in-Chennai&id=4d423832333538373437,4.0,4.0,,3000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,West,1.0,"3 Covered, 1 Open",New Construction,₹5.1 Lac,,Vitrified,Main Road,New Construction,Puja Room,24 Hours Available,No/Rare Powercut,2.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
3 BHK  3100 Sq-ft For Rent in,₹1.3 Lac,"Cholamandal Artists Village, Chennai",,,3100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,,Immediately,Semi-Furnished,₹1.3 Lac,"Injambakkam, Cholamandal Artists Village, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-3100-Sq-ft-Villa-FOR-Rent-Cholamandal-Artists-Village-in-Chennai&id=4d423833313932383235,3.0,3.0,,,,,,Less than 5 years,,,,,Less than 5 years,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹15,000","Ponniammanmedu, Chennai",,,,,Immediately,Unfurnished,"₹15,000|₹600Monthly Maintenance","sastry Nagar pillayar temple opp, Ponniammanmedu, Chennai - North, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Rent-Ponniammanmedu-in-Chennai&id=4d423639373033373935,2.0,2.0,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,West,,,,₹1.0 Lac,RTO Office backside,,,,Puja Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹17,500","Mylapore, Chennai",1.0,,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,,Immediately,Unfurnished,"₹17,500","Mylapore, Chennai - Central, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Residential-House-FOR-Rent-Mylapore-in-Chennai&id=4d423832383738373931,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹14,000","Pattalam, Chennai",1.0,1.0,,2(Out of 2 Floors),Immediately,Unfurnished,"₹14,000","148, perambur barracks road Opp Old Vasanthi Theatre, Pattalam, Chennai - North, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Residential-House-FOR-Rent-Pattalam-in-Chennai&id=4d423536373832373933,,,1.0,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,East,,,5 to 10 years,₹1.0 Lac,"Very Nearer To Bus Stop, Auto Stand, Medical Shop, Super Market,",Vitrified,Main Road,5 to 10 years,,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 996 Sq-ft Flat/Apartment  For Rent in,"₹32,000","T Nagar, Chennai",,,,3(Out of 3 Floors),Immediately,Semi-Furnished,"₹32,000|₹1,500Monthly Maintenance","30/4, Thilak St, door number 10 BBC orchid court chennai 600017, T Nagar, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-996-Sq-ft-Multistorey-Apartment-FOR-Rent-T-Nagar-in-Chennai&id=4d423431383935353537,2.0,2.0,,529sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹60/sqft,,,,10 to 15 years,₹2.0 Lac,,,,10 to 15 years,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
2 BHK 1200 Sq-ft Flat/Apartment  For Rent in,"₹35,000","Virugambakkam, Chennai",,,,1(Out of 2 Floors),Immediately,Furnished,"₹35,000","115 baskar  colony 3rd street flatc vetham apartments, Virugambakkam, Chennai - West, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Virugambakkam-in-Chennai&id=4d423832303536343339,2.0,2.0,,1050sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,South,,,New Construction,,next to roots star international school,Marble,Main Road,New Construction,"Puja Room, Study",,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
"3 BHK Flat 1500 Sq-ft For Rent in Ramaniyam Ocean Isha,","₹45,000","Thoraipakkam, Chennai",,,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,4(Out of 18 Floors),Immediately,Semi-Furnished,"₹45,000","omr road, thoraiakkam, chennai, Thoraipakkam, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Thoraipakkam-in-Chennai&id=4d423831353638303633,3.0,3.0,,,North,,,5 to 10 years,,,,"Garden/Park, Main Road",5 to 10 years,Study,,,,,,Ramaniyam Ocean Isha,,₹ 1.58 Cr - ₹ 2.13 Cr,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹25,000","Chetpet, Chennai",,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,Ground(Out of 2 Floors),Immediately,Semi-Furnished,"₹25,000","Chetpet, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Rent-Chetpet-in-Chennai&id=4d423634343230363733,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK 1340 Sq-ft Flat/Apartment  For Rent in,"₹50,000","Kotturpuram, Chennai",,,1340sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,2(Out of 4 Floors),,Semi-Furnished,"₹50,000","Lock Street, Kotturpuram, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Rent-Kotturpuram-in-Chennai&id=4d423739313532343239,3.0,2.0,1.0,,North - East,,"1 Covered, 1 Open",15 to 20 years,,,Marble,,15 to 20 years,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK 600 Sq-ft Flat/Apartment  For Rent in Casagrand ECR14,","₹31,000","East Coast Road, Chennai",,,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹52/sqft,5(Out of 14 Floors),Immediately,Furnished,"₹31,000|₹7,000Monthly Maintenance","East Coast Road, Chennai, East Coast Road, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-East-Coast-Road-in-Chennai&id=4d423734383337333639,2.0,2.0,1.0,,North,2.0,"1 Covered, 1 Open",,₹1.9 Lac,,Ceramic Tiles,"Garden/Park, Pool",,None of these,24 Hours Available,No/Rare Powercut,,1.0,Casagrand Builder Pvt. Ltd.,Casagrand ECR14,"Library And Business Centre,Kids Play Area,Indoor Games Room,Early Learning Centre,Dance Studio,Arts & Craft Studio,AEROBICS ROOM,Health club with Steam / Jaccuzi,Gymnasium,Swimming Pool",₹ 57.0 Lac - ₹ 1.70 Cr,,"2, 3, 4, 5 BHK Flat | 4 BHK Penthouse","10 Towers , 573 Units",,,,2.0,,,,,,,,,,,,,
4 BHK Flat 2800 Sq-ft For Rent in,₹1.8 Lac,"Nungambakkam, Chennai",,,,3(Out of 4 Floors),Immediately,Semi-Furnished,"₹1.8 Lac|₹10,000Monthly Maintenance","Nungabakkam., Nungambakkam, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2800-Sq-ft-Multistorey-Apartment-FOR-Rent-Nungambakkam-in-Chennai&id=4d423833353330323931,4.0,4.0,,2600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹69/sqft,North,1.0,2 Covered,10 to 15 years,₹10.8 Lac,child trust hospital,Marble,Main Road,10 to 15 years,None of these,24 Hours Available,No/Rare Powercut,4.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
4 BHK  2325 Sq-ft For Rent in,"₹45,000","Navalur, Chennai",,,,,Immediately,Semi-Furnished,"₹45,000|₹4,500Monthly Maintenance","Casa Grand Pavilion, Thalambur, Navalur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2325-Sq-ft-Villa-FOR-Rent-Navalur-in-Chennai&id=4d423833313931393737,4.0,4.0,1.0,1900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,West,,2 Covered,5 to 10 years,₹2.7 Lac,Close to Siruseri IT Park 3 kms via short cut,"Ceramic Tiles, Marble",Main Road,5 to 10 years,,24 Hours Available,No/Rare Powercut,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹14,500","Kovilambakkam, Chennai",1.0,,,,Immediately,Semi-Furnished,"₹14,500","Kovilambakkam, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-1100-Sq-ft-Residential-House-FOR-Rent-Kovilambakkam-in-Chennai&id=4d423833333230383739,,2.0,1.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,South,,,5 to 10 years,,Sangeeta hotel.,"Ceramic Tiles, Vitrified","Garden/Park, Main Road",5 to 10 years,"Puja Room, Study, Store, Servant Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1200 Sq-ft For Rent in,"₹34,000","Vasantham Apartment, Chennai",,,,2(Out of 4 Floors),Immediately,Semi-Furnished,"₹34,000|₹800Monthly Maintenance","Chennai, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chennai&id=4d423832363239373533,3.0,2.0,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,North,,,15 to 20 years,₹2.0 Lac,,,,15 to 20 years,"Puja Room, Study",,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹26,000","Mandaveli, Chennai",,,1050sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,Immediately,Semi-Furnished,"₹26,000","Mandaveli, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1050-Sq-ft-Residential-House-FOR-Rent-Mandaveli-in-Chennai&id=4d423634343335393937,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Builder Floor 350 Sq-ft For Rent in,"₹4,500","Padur, Chennai",1.0,1.0,350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,2(Out of 2 Floors),,Unfurnished,"₹4,500","Padur, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-350-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Padur-in-Chennai&id=4d423833353330333237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 2400 Sq-ft For Rent in Individual House Building ,","₹12,000","Sri Sai Nagar, Chennai",,,,1(Out of 1 Floors),Immediately,Unfurnished,"₹12,000|₹500Monthly Maintenance","416   Muthu Nagar 2 St  Melmanambedu  Vellavedu   post  600124, Sri Sai Nagar, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-2400-Sq-ft-Multistorey-Apartment-FOR-Rent-Sri-Sai-Nagar-in-Chennai&id=4d423734383333363031,2.0,2.0,1.0,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,South,,,New Construction,,,,Main Road,New Construction,Puja Room,,,,,Bharathi Constructions,Individual House Building,,Call For Price,,,,,,,,,,,,,,,,,,,,
"2 BHK 1292 Sq-ft Flat/Apartment  For Rent in Ankur Palm Springs,","₹40,000","Padi, Chennai",,,1292sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,6(Out of 15 Floors),Immediately,Semi-Furnished,"₹40,000|₹4,000Monthly Maintenance","Padi, Chennai - North, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1292-Sq-ft-Multistorey-Apartment-FOR-Rent-Padi-in-Chennai&id=4d423739323333383535,2.0,2.0,1.0,,South,,,5 to 10 years,₹2.5 Lac,Sboa school.,,Main Road,5 to 10 years,Puja Room,,,,,Ankur Foundations Pvt. Ltd.,Ankur Palm Springs,"Provision for power backup,Community Hall,Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Multipurpose Courts,Kids Club,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Kids play area,CCTV Camera,Grand Entrance lobby,Jogging and Strolling Track,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.08 Cr - ₹ 1.72 Cr,,"2, 3 BHK Flat","2 Towers , 255 Units",,,,,,,,,,,,,,,,,
3 BHK Flat 2100 Sq-ft For Rent in,₹1.0 Lac,"Mandavelipakkam, Chennai",,,,5(Out of 5 Floors),Immediately,Semi-Furnished,"₹1 Lac|₹10,000Monthly Maintenance","4cross st mandavelipakkam, Mandavelipakkam, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2100-Sq-ft-Multistorey-Apartment-FOR-Rent-Mandavelipakkam-in-Chennai&id=4d423833343331303739,3.0,3.0,,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹48/sqft,North,,,New Construction,₹6.0 Lac,,,"Pool, Garden/Park, Main Road",New Construction,"Puja Room, Store, Study, Servant Room",,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
1 BHK 600 Sq-ft Flat/Apartment  For Rent in,₹8.0 Lac,"Perungudi, Chennai",1.0,1.0,"600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹1,333/sqft",2(Out of 2 Floors),Immediately,Semi-Furnished,₹8 Lac,"Perungudi, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Perungudi-in-Chennai&id=4d423732353836383131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK  550 Sq-ft For Rent in,"₹12,000","TIRUVANMIYUR CHENNAI, Chennai",1.0,1.0,,,Immediately,Unfurnished,"₹12,000|₹500Monthly Maintenance","Tiruvalluvar nagar., Chennai, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Residential-House-FOR-Rent-in-Chennai&id=4d423639393033303231,,,,550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,South,,,10 to 15 years,"₹50, 000",beach,,Main Road,10 to 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 2200 Sq-ft For Rent in,"₹75,000","Mandaveli, Chennai",,,,2(Out of 4 Floors),Immediately,Semi-Furnished,"₹75,000|₹7,000Monthly Maintenance","nearby St Johnson School, Mandaveli, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Multistorey-Apartment-FOR-Rent-Mandaveli-in-Chennai&id=4d423832303235383839,3.0,3.0,1.0,2200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,East,,,5 to 10 years,₹5.0 Lac,,,"Pool, Garden/Park, Main Road",5 to 10 years,"Puja Room, Store, Study, Servant Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 2400 Sq-ft Flat/Apartment  For Rent in Ceebros One 74,",₹3.0 Lac,"MRC Nagar, Chennai",,,2400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹125/sqft,9(Out of 17 Floors),Immediately,Furnished,₹3 Lac,"MRC Nagar, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2400-Sq-ft-Multistorey-Apartment-FOR-Rent-MRC-Nagar-in-Chennai&id=4d423833333331333431,3.0,3.0,,,East,,,,₹20.0 Lac,,"Marble, Mosaic","Pool, Main Road",5 to 10 years,"Store, Study",,,,,Ceebros,Ceebros One 74,"Sea facing,Skyline View,Outdoor Tennis Courts,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 9.0 Cr - ₹ 9.50 Cr,"₹ 37,500 - ₹ 39,583",3 BHK Flats,"7 Towers , 234 Units",3.0,,Freehold,,,,,,,,,,,,,,
"2 BHK Flat 1064 Sq-ft For Rent in Vishwakarma Skypark Residences,","₹30,000","skypark residences, Chennai",,,,12(Out of 16 Floors),Immediately,Furnished,"₹30,000|₹3,000Monthly Maintenance","Thoraipakkam, Chennai, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1064-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chennai&id=4d423833303538363335,2.0,2.0,1.0,1064sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,North - East,,,5 to 10 years,₹1.5 Lac,on 200ft Thoraipakkam link road,,"Garden/Park, Main Road",5 to 10 years,,,,,,Vishwakarma Real Estates,Vishwakarma Skypark Residences,"Fire Fighting Equipment,Activity Deck4,Library And Business Centre,Kids Play Area,Indoor Games Room,Barbeque Pit,Piped Gas,Intercom Facility,Visitor Parking,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Lift,Power Back Up",₹ 1.07 Cr - ₹ 2.35 Cr,,2 BHK Flats,"3 Towers , 138 Units",,,,,,,,,,,,,,,,,
